Metric,Mar 2014,Mar 2015
Equity Capital,3.35,3.35
Reserves,16.58,16.96
Borrowings,18.94,19.33
  └─ Long term Borrowings,10.33,10.05
  └─ Short term Borrowings,6.15,6.55
  └─ Other Borrowings,2.46,2.73
Other Liabilities,4.34,5.16
  └─ Non controlling int,1.84,1.86
  └─ Trade Payables,0.79,0.82
  └─ Advance from Customers,0.08,0.31
  └─ Other liability items,1.63,2.17
Total Liabilities,43.21,44.80
Fixed Assets,2.96,5.60
  └─ Building,0.00,0.24
  └─ Plant Machinery,2.97,6.09
  └─ Equipments,0.09,0.17
  └─ Furniture n fittings,0.03,0.03
  └─ Vehicles,0.93,0.93
  └─ Other fixed assets,0.01,0.01
  └─ Gross Block,4.03,7.47
  └─ Accumulated Depreciation,1.07,1.86
CWIP,0.09,0.08
Investments,23.10,22.05
Other Assets,17.06,17.07
  └─ Inventories,5.95,5.35
  └─ Trade receivables,1.57,1.41
    └─ Receivables over 6m,0.49,0.82
    └─ Receivables under 6m,1.08,0.59
  └─ Cash Equivalents,0.99,0.47
  └─ Loans n Advances,0.74,0.59
  └─ Other asset items,7.81,9.25
Total Assets,43.21,44.80
