Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,86,88,88,385,385,385,385,385,385,385,567,567,
Reserves,508,427,335,266,249,207,175,202,153,166,381,463,
Borrowings,1216,1142,1202,913,884,861,797,857,832,813,294,321,
  └─ Long term Borrowings,914,840,864,588,565,566,543,526,502,477,12,1,
  └─ Short term Borrowings,233,254,261,254,248,262,223,300,299,304,250,310,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,1,10,
  └─ Preference Capital,21,0,0,31,31,0,31,31,31,31,31,0,
  └─ Other Borrowings,48,47,77,40,39,33,0,-0,0,0,0,,
Other Liabilities,218,113,171,221,182,283,153,307,277,274,293,376,
  └─ Non controlling int,20,0,0,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,115,69,119,184,157,181,123,268,206,217,232,324,
  └─ Advance from Customers,41,0,0,0,0,0,0,0,0,0,0,,
  └─ Other liability items,42,45,51,37,24,102,29,39,70,57,61,52,
Total Liabilities,2028,1770,1796,1786,1699,1737,1511,1751,1648,1638,1535,1728,
Fixed Assets,1144,1127,1070,1013,959,906,855,827,826,816,790,794,
  └─ Land,12.68,9.64,9.27,9.27,9.27,9.43,9.43,9.43,9.78,9.58,9.61,,
  └─ Building,216.78,194.72,194.72,194.72,194.72,194.72,194.72,194.72,194.72,194.72,195.63,,
  └─ Plant Machinery,1140.65,982.62,982.62,982.62,982.62,981.88,985.86,1011.87,1065.05,1110.84,1135.85,,
  └─ Equipments,0.40,0.23,0.24,0.31,0.55,0.73,0.78,0.97,1.14,1.27,2.07,,
  └─ Furniture n fittings,0.86,0.38,0.38,0.42,0.71,0.73,0.73,0.73,0.73,0.73,1.13,,
  └─ Vehicles,7.62,2.76,2.62,1.75,1.58,2.39,2.39,2.06,2.10,1.71,1.71,,
  └─ Intangible Assets,3.68,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,2.65,
  └─ Other fixed assets,0.00,0.00,-0.01,-0.01,0.67,0.65,0.51,0.39,0.25,0.00,0.51,,
  └─ Gross Block,1382.67,1190.35,1189.84,1189.08,1190.12,1190.54,1194.43,1220.17,1273.78,1318.86,1346.52,,
  └─ Accumulated Depreciation,238.82,63.59,119.92,176.48,230.90,284.46,339.62,393.64,447.60,502.39,556.04,,
CWIP,111,1,1,1,2,1,1,1,1,1,1,18,
Investments,75,52,55,50,53,47,40,40,46,45,47,49,
Other Assets,698,590,670,722,686,783,615,884,776,776,697,867,
  └─ Inventories,322,273,296,351,372,526,377,458,484,490,474,586,
  └─ Trade receivables,102,110,136,104,110,74,56,70,76,71,75,86,
    └─ Receivables over 6m,50,0,0,0,0,0,24,23,23,23,23,,2
    └─ Receivables under 6m,52,112,138,110,122,88,54,68,74,70,74,,189
    └─ Prov for Doubtful,0,-2,-2,-6,-12,-15,-22,-21,-21,-21,-21,,0
  └─ Cash Equivalents,21,4,15,41,27,25,27,96,27,47,21,29,
  └─ Loans n Advances,19,14,27,10,5,6,118,223,134,122,100,10,
  └─ Other asset items,235,190,196,216,171,151,38,38,54,45,27,156,
Total Assets,2028,1770,1796,1786,1699,1737,1511,1751,1648,1638,1535,1728,
