Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,
Reserves,56.97,60.78,66.55,71.56,72.61,67.70,79.38,94.98,92.55,118.72,132.82,139.00,
Borrowings,20.65,11.85,13.30,13.47,20.25,21.73,26.44,27.71,2.49,0.70,1.66,4.14,
  └─ Long term Borrowings,0.23,0.24,0.09,0.07,0.71,0.00,0.00,0.00,0.00,0.00,0.00,4.12,
  └─ Short term Borrowings,20.19,11.41,13.21,13.41,19.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.02,
  └─ Preference Capital,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.00,
  └─ Other Borrowings,0.23,0.20,0.00,-0.01,0.01,21.73,25.84,27.11,2.49,0.70,1.66,,
Other Liabilities,15.17,22.77,65.02,14.41,9.10,24.16,9.24,11.16,9.19,14.94,11.73,10.58,
  └─ Trade Payables,11.44,14.34,54.69,6.49,4.74,20.36,4.57,3.15,2.08,2.75,4.37,3.88,
  └─ Advance from Customers,0.73,0.39,6.63,3.52,0.00,0.46,0.70,1.29,1.32,0.33,0.23,,
  └─ Other liability items,3.00,8.04,3.70,4.40,4.36,3.34,3.97,6.72,5.79,11.86,7.13,6.70,
Total Liabilities,98.36,100.97,150.44,105.01,107.53,119.16,120.63,139.42,109.80,139.93,151.78,159.29,
Fixed Assets,23.35,22.87,18.62,17.96,18.17,17.43,16.74,16.21,16.63,16.84,17.74,19.12,
  └─ Building,17.74,17.74,17.74,17.74,16.12,16.11,16.08,16.18,16.18,16.10,16.13,,
  └─ Equipments,0.28,0.28,0.28,0.29,0.01,0.02,0.02,0.06,0.11,0.14,0.16,,
  └─ Computers,1.73,1.74,1.77,1.82,0.14,0.15,0.20,0.27,0.40,0.49,0.60,,
  └─ Furniture n fittings,1.86,1.91,1.96,1.96,0.87,0.87,0.87,0.87,0.88,0.90,0.97,,
  └─ Vehicles,2.13,2.36,2.36,2.36,1.46,1.46,1.46,1.33,2.20,2.29,3.45,,
  └─ Intangible Assets,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.26,0.51,
  └─ Other fixed assets,3.95,3.62,3.69,3.68,0.05,0.04,0.05,0.05,0.04,0.66,0.66,,
  └─ Gross Block,27.79,27.75,27.90,27.95,18.75,18.75,18.78,18.86,19.91,20.68,22.23,,
  └─ Accumulated Depreciation,4.44,4.88,9.27,9.98,0.57,1.32,2.03,2.65,3.29,3.84,4.49,,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.45,0.00,0.00,0.00,
Investments,6.08,17.68,24.13,34.63,33.62,27.99,44.29,62.39,59.57,83.56,101.58,77.55,
Other Assets,68.93,60.42,107.69,52.42,55.74,73.74,59.60,60.61,33.15,39.53,32.46,62.62,
  └─ Inventories,0.63,1.99,0.00,1.99,0.25,0.09,0.21,0.15,0.20,0.00,0.00,0.00,
  └─ Trade receivables,5.04,6.18,47.66,6.30,3.79,3.97,1.05,2.42,2.82,9.33,2.95,2.56,
    └─ Receivables over 6m,1.38,0.83,0.65,3.56,0.00,0.00,0.02,0.00,0.29,0.42,0.42,,4.02
    └─ Receivables under 6m,3.66,5.35,47.21,2.77,3.82,4.13,1.03,2.60,2.59,9.03,2.64,,3.85
    └─ Prov for Doubtful,0.00,0.00,-0.20,-0.03,-0.03,-0.16,0.00,-0.18,-0.07,-0.12,-0.11,,0.00
  └─ Cash Equivalents,24.15,33.43,22.46,19.46,22.65,43.18,35.01,21.56,13.19,12.06,12.60,11.85,
  └─ Loans n Advances,7.18,3.17,7.88,0.91,2.52,0.99,0.39,0.63,0.50,0.27,0.99,37.66,
  └─ Other asset items,31.93,15.65,29.69,23.76,26.53,25.51,22.94,35.85,16.44,17.87,15.92,10.55,
Total Assets,98.36,100.97,150.44,105.01,107.53,119.16,120.63,139.42,109.80,139.93,151.78,159.29,
