Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,150,150,200,242,315,357,357,357,357,357
Reserves,3799,3967,4788,5037,7009,8464,8482,8626,8645,9872
Borrowings,4314,4369,4683,4513,7792,5575,4785,4404,4074,4916
  └─ Long term Borrowings,4298,3206,3318,2931,5561,4183,3325,2878,2363,3033
  └─ Short term Borrowings,16,1163,0,661,2081,1215,1292,1259,1459,1508
  └─ Lease Liabilities,0,0,57,50,150,176,167,267,251,375
  └─ Other Borrowings,0,0,1308,871,0,0,0,0,0,
Other Liabilities,3022,3133,3590,3652,4792,5218,5364,5323,5082,5154
  └─ Trade Payables,740,666,765,786,870,1193,1703,1686,1587,1643
  └─ Advance from Customers,70,52,58,80,110,130,151,144,111,
  └─ Other liability items,2213,2415,2768,2787,3812,3895,3510,3492,3383,3511
Total Liabilities,11285,11619,13262,13444,19907,19615,18988,18710,18158,20299
Fixed Assets,8916,8690,9895,9970,15042,15409,14962,15027,14702,14686
  └─ Land,703,727,855,862,1589,1610,1633,1681,1709,
  └─ Building,1306,1334,1593,1636,2151,2310,2349,2528,2568,
  └─ Plant Machinery,5159,5229,6725,7210,9853,10851,11031,11582,11698,
  └─ Equipments,32,32,41,43,86,89,137,158,170,
  └─ Furniture n fittings,8,8,19,21,33,38,39,43,64,
  └─ Railway sidings,652,655,658,661,662,678,688,688,719,
  └─ Vehicles,3,4,21,21,25,26,26,32,35,
  └─ Intangible Assets,3802,3802,2951,2951,4083,4083,4083,4113,4113,5260
  └─ Other fixed assets,1048,1076,1092,1096,1814,1822,1915,1919,1928,
  └─ Gross Block,12714,12868,13953,14501,20294,21507,21900,22744,23004,
  └─ Accumulated Depreciation,3798,4178,4058,4531,5253,6097,6938,7716,8302,
CWIP,143,144,605,647,1240,399,596,488,387,2474
Investments,412,844,456,0,384,186,0,1,1,1
Other Assets,1814,1942,2306,2827,3241,3621,3430,3194,3067,3137
  └─ Inventories,361,430,585,603,712,1068,1050,947,762,745
  └─ Trade receivables,444,415,500,511,454,571,601,591,660,744
    └─ Receivables over 6m,0,0,0,0,0,0,0,142,161,
    └─ Receivables under 6m,500,481,576,600,562,701,745,606,667,
    └─ Prov for Doubtful,-56,-66,-76,-89,-109,-130,-144,-158,-169,
  └─ Cash Equivalents,77,39,125,511,528,149,203,107,182,96
  └─ Loans n Advances,20,22,118,89,171,178,168,151,137,504
  └─ Other asset items,912,1035,979,1113,1376,1655,1407,1399,1326,1048
Total Assets,11285,11619,13262,13444,19907,19615,18988,18710,18158,20299
