Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,42.37,42.37,42.37,56.62
Reserves,21.00,19.17,22.34,18.45
Borrowings,2.73,2.54,2.23,-0.00
  └─ Long term Borrowings,1.24,1.10,0.79,0.00
  └─ Short term Borrowings,1.49,1.44,1.44,0.00
Other Liabilities,15.34,14.07,7.36,8.99
  └─ Non controlling int,0.02,0.02,0.02,0.00
  └─ Trade Payables,0.01,0.01,0.01,0.01
  └─ Other liability items,15.31,14.04,7.33,8.98
Total Liabilities,81.44,78.15,74.30,84.06
Fixed Assets,13.85,13.79,13.75,13.79
  └─ Plant Machinery,0.99,1.00,1.00,
  └─ Computers,0.28,0.28,0.29,
  └─ Furniture n fittings,0.11,0.11,0.11,
  └─ Vehicles,1.13,1.13,1.13,
  └─ Intangible Assets,0.00,0.00,0.00,11.20
  └─ Other fixed assets,13.55,13.54,13.54,
  └─ Gross Block,16.06,16.06,16.07,
  └─ Accumulated Depreciation,2.20,2.27,2.32,
CWIP,-0.00,-0.00,-0.00,-0.00
Investments,0.39,0.39,0.40,0.40
Other Assets,67.20,63.97,60.15,69.87
  └─ Trade receivables,17.02,16.98,15.07,15.07
    └─ Receivables over 6m,17.01,16.98,15.07,
    └─ Receivables under 6m,0.01,0.00,0.00,
  └─ Cash Equivalents,0.70,0.72,0.14,0.43
  └─ Loans n Advances,5.34,5.34,6.34,33.52
  └─ Other asset items,44.14,40.93,38.60,20.85
Total Assets,81.44,78.15,74.30,84.06
