Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.00,14,14,14,14,14,17,17
Reserves,242,260,315,512,561,583,760,720
Borrowings,303,328,242,374,958,1046,889,856
  └─ Long term Borrowings,50,48,43,10,328,339,355,253
  └─ Short term Borrowings,253,278,147,133,384,498,365,456
  └─ Lease Liabilities,0,0,53,231,246,210,169,148
  └─ Other Borrowings,0,3,0,0,0,0,0,
Other Liabilities,431,407,466,1245,769,776,862,859
  └─ Non controlling int,0,0,0,0,7,9,9,9
  └─ Trade Payables,170,112,144,252,297,312,407,436
  └─ Advance from Customers,9,9,8,12,12,11,10,
  └─ Other liability items,252,286,314,981,452,445,436,413
Total Liabilities,976,1010,1039,2146,2303,2420,2528,2452
Fixed Assets,108,190,157,743,912,918,875,999
  └─ Land,0.00,0.00,0.00,66.84,114.87,114.87,114.87,
  └─ Building,11.29,104.42,78.55,361.10,419.76,407.82,370.02,
  └─ Plant Machinery,64.89,76.25,81.02,311.75,410.43,488.54,525.02,
  └─ Equipments,7.11,6.93,6.37,10.24,12.45,13.01,15.57,
  └─ Computers,12.17,10.63,12.59,16.48,20.73,23.46,23.99,
  └─ Furniture n fittings,63.87,66.32,68.33,82.23,126.32,165.82,194.18,
  └─ Vehicles,4.59,6.88,9.21,16.99,23.47,25.38,24.13,
  └─ Intangible Assets,0.36,0.36,0.36,2.27,2.27,2.27,2.27,5.35
  └─ Other fixed assets,7.65,7.05,8.14,10.23,10.76,11.78,12.31,
  └─ Gross Block,171.93,278.84,264.57,878.13,1141.06,1252.95,1282.36,
  └─ Accumulated Depreciation,63.97,89.07,107.55,135.11,229.10,335.42,406.92,
CWIP,4,5,11,58,36,55,209,94
Investments,0,0,26,114,88,104,73,39
Other Assets,863,815,845,1230,1267,1344,1370,1321
  └─ Inventories,279,310,280,675,684,589,601,614
  └─ Trade receivables,356,359,408,306,378,453,508,420
    └─ Receivables over 6m,0,0,91,91,56,126,138,
    └─ Receivables under 6m,379,388,358,253,322,398,444,
    └─ Prov for Doubtful,-23,-29,-41,-38,-0,-70,-74,
  └─ Cash Equivalents,22,3,8,27,9,29,25,33
  └─ Loans n Advances,13,23,40,48,17,37,32,12
  └─ Other asset items,193,120,110,174,179,235,204,241
Total Assets,976,1010,1039,2146,2303,2420,2528,2452
