Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,6,8,8,13
Reserves,4,6,4,17,17,73
Borrowings,4,3,3,1,11,8
  └─ Long term Borrowings,3.20,2.02,1.59,0.07,0.00,0.04
  └─ Short term Borrowings,0.67,1.43,1.63,0.70,11.07,8.33
  └─ Other Borrowings,0.00,-0.01,0.00,0.00,0.00,
Other Liabilities,5,6,8,6,5,17
  └─ Trade Payables,3.49,2.66,3.43,2.11,2.50,5.16
  └─ Advance from Customers,0.10,0.35,0.54,0.22,0.10,
  └─ Other liability items,1.86,2.76,3.55,3.84,2.29,11.67
Total Liabilities,13,15,20,31,41,111
Fixed Assets,3,5,5,5,8,35
  └─ Plant Machinery,0.00,0.06,0.00,0.00,0.00,
  └─ Equipments,1.81,3.39,3.53,4.06,6.11,
  └─ Computers,0.00,0.01,0.00,0.00,0.00,
  └─ Furniture n fittings,1.17,2.03,2.22,2.40,4.51,
  └─ Vehicles,0.34,0.35,0.35,0.36,0.39,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.05,20.54
  └─ Other fixed assets,0.49,0.04,0.37,0.25,0.34,
  └─ Gross Block,3.81,5.88,6.47,7.07,11.40,
  └─ Accumulated Depreciation,0.95,1.12,1.66,2.16,3.40,
CWIP,0,0,0,0,0,0
Investments,0,0,0,0,0,0
Other Assets,10,10,15,26,33,76
  └─ Inventories,6.41,6.12,9.66,8.20,10.31,20.26
  └─ Trade receivables,1.09,1.37,1.41,2.66,0.75,1.91
  └─ Cash Equivalents,0.25,0.20,0.85,8.96,4.08,14.59
  └─ Loans n Advances,0.28,0.30,0.71,4.03,3.19,38.84
  └─ Other asset items,1.94,2.20,2.57,2.57,14.40,-0.09
Total Assets,13,15,20,31,41,111
