Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,2,2,2,5,5,5,5,6,7,7
Reserves,50,50,57,60,168,174,177,192,307,393,532,558
Borrowings,153,199,177,190,99,134,164,223,342,469,440,432
  └─ Long term Borrowings,10,7,4,5,9,12,12,43,55,79,65,53
  └─ Short term Borrowings,137,188,171,183,89,118,151,171,282,388,362,368
  └─ Lease Liabilities,0,0,0,0,0,1,1,9,5,2,12,10
  └─ Other Borrowings,6,5,3,2,1,3,0,-0,0,0,0,
Other Liabilities,76,55,110,114,92,106,81,154,156,160,311,304
  └─ Non controlling int,0,0,-1,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,43,27,67,75,35,79,63,130,124,94,259,244
  └─ Advance from Customers,15,7,18,7,42,13,8,6,2,19,1,
  └─ Other liability items,18,21,26,32,15,15,10,19,30,47,51,60
Total Liabilities,280,306,346,366,361,420,427,574,811,1027,1290,1301
Fixed Assets,88,106,136,127,119,133,127,133,173,246,327,335
  └─ Land,12.74,12.74,12.84,4.79,4.86,4.86,5.06,5.03,5.06,5.06,5.14,
  └─ Building,40.91,47.83,46.66,49.30,52.85,61.34,61.76,66.01,82.49,140.92,179.41,
  └─ Plant Machinery,70.93,90.18,63.87,69.87,84.65,89.31,95.50,99.23,136.15,164.68,210.34,
  └─ Equipments,2.74,2.86,0.34,0.43,0.57,0.75,0.88,1.03,1.27,1.51,1.79,
  └─ Computers,0.89,0.94,0.20,0.26,0.41,0.51,0.59,0.62,0.69,0.93,1.08,
  └─ Furniture n fittings,0.82,0.94,0.94,1.21,1.19,1.29,0.87,1.12,1.36,1.75,1.92,
  └─ Vehicles,2.11,2.03,2.18,2.65,3.03,4.04,3.72,4.12,4.58,5.44,6.40,
  └─ Intangible Assets,0.03,0.03,18.67,0.00,0.00,12.10,12.10,12.10,12.10,12.10,12.10,13.48
  └─ Other fixed assets,0.07,0.06,0.50,19.42,2.29,2.61,2.36,12.37,12.39,12.53,26.89,
  └─ Gross Block,131.24,157.61,146.20,147.93,149.85,176.81,182.84,201.63,256.09,344.92,445.07,
  └─ Accumulated Depreciation,43.69,51.59,10.20,20.49,31.03,43.41,55.89,68.87,82.71,98.93,118.53,
CWIP,17,1,1,2,2,3,18,55,61,39,11,10
Investments,0,0,0,0,0,0,0,1,12,12,4,4
Other Assets,175,198,210,236,240,283,282,384,565,729,948,952
  └─ Inventories,96,114,116,115,109,140,133,209,333,384,490,640
  └─ Trade receivables,35,46,49,64,64,82,83,95,150,175,215,145
  └─ Cash Equivalents,9,9,10,12,13,6,14,8,17,39,7,15
  └─ Loans n Advances,6,4,10,16,15,16,11,29,29,82,157,67
  └─ Other asset items,29,25,25,29,39,39,42,43,35,49,79,85
Total Assets,280,306,346,366,361,420,427,574,811,1027,1290,1301
