Metric,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Equity Capital,9.52,9.52,9.52,9.52,9.52,9.95,10.42,10.42,10.42
Reserves,32.61,32.75,25.81,10.66,-5.85,-18.99,-48.79,-48.11,-51.23
Borrowings,8.41,45.92,55.83,44.35,54.42,47.93,35.03,26.63,28.68
  └─ Long term Borrowings,,8.57,13.61,14.01,20.10,12.44,0.65,0.00,0.00
  └─ Short term Borrowings,,35.27,40.13,18.96,24.92,24.10,23.54,25.24,28.68
  └─ Preference Capital,0.00,0.00,0.00,5.00,5.00,8.47,9.10,0.00,0.00
  └─ Other Borrowings,8.41,2.08,2.09,6.38,4.40,2.92,1.74,1.39,0.00
Other Liabilities,19.02,14.99,25.24,24.03,25.64,39.77,34.17,23.83,21.74
  └─ Non controlling int,1.45,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade Payables,11.99,8.38,18.22,14.19,14.36,31.42,20.79,8.16,6.36
  └─ Advance from Customers,0.23,0.16,0.47,0.37,0.41,0.14,0.18,0.12,0.39
  └─ Other liability items,5.35,5.94,6.55,9.47,10.87,8.21,13.20,15.55,14.99
Total Liabilities,69.56,103.18,116.40,88.56,83.73,78.66,30.83,12.77,9.61
Fixed Assets,15.68,16.60,49.30,46.20,42.17,34.78,5.88,5.27,4.11
  └─ Land,0.00,0.00,0.61,0.61,0.61,0.61,0.07,0.00,0.00
  └─ Building,9.09,9.49,11.64,11.89,11.89,10.22,8.10,7.51,7.11
  └─ Plant Machinery,1.69,1.74,28.75,29.61,29.50,27.43,1.59,1.47,0.10
  └─ Equipments,0.86,1.14,1.20,1.23,1.18,1.17,1.04,0.82,0.72
  └─ Computers,1.99,2.15,2.21,2.09,1.92,1.93,1.83,1.35,1.23
  └─ Furniture n fittings,2.17,2.26,2.42,2.42,2.19,2.18,2.08,1.78,1.64
  └─ Vehicles,1.05,1.63,1.63,1.56,1.56,1.56,0.71,0.49,0.49
  └─ Intangible Assets,3.93,4.36,8.59,8.59,8.59,8.59,0.79,0.79,0.00
  └─ Other fixed assets,0.56,1.02,1.06,1.09,1.08,1.09,1.06,1.07,0.34
  └─ Gross Block,21.34,23.79,58.11,59.09,58.52,54.78,17.27,15.28,11.63
  └─ Accumulated Depreciation,5.66,7.19,8.81,12.88,16.35,20.00,11.40,10.01,7.52
CWIP,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,1.05,0.05,0.29,0.37,0.38,0.38,0.08,0.02,0.07
Other Assets,52.51,86.53,66.81,41.99,41.18,43.50,24.87,7.48,5.43
  └─ Inventories,18.17,32.13,17.03,13.39,7.94,5.56,4.02,1.62,0.15
  └─ Trade receivables,23.13,32.77,35.22,17.47,19.69,29.81,13.24,0.86,0.51
    └─ Receivables over 6m,0.16,0.30,0.21,2.42,0.50,1.28,11.57,12.72,0.93
    └─ Receivables under 6m,22.97,32.47,35.01,15.05,19.18,28.53,1.67,-11.86,0.00
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42
  └─ Cash Equivalents,3.72,4.32,8.35,6.38,7.36,2.13,0.73,0.28,0.23
  └─ Loans n Advances,4.06,0.00,0.00,0.00,0.00,0.03,0.00,-6.45,0.00
  └─ Other asset items,3.43,17.31,6.21,4.75,6.19,5.97,6.88,11.17,4.54
Total Assets,69.56,103.18,116.40,88.56,83.73,78.66,30.83,12.77,9.61
