Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Equity Capital,0.41,0.41,0.41,9,13
Reserves,11,12,14,8,13
Borrowings,3,2,3,6,7
  └─ Long term Borrowings,0.22,0.39,0.25,0.27,0.07
  └─ Short term Borrowings,2.28,1.73,2.28,5.34,6.72
  └─ Other Borrowings,0.18,0.28,0.14,0.01,-0.01
Other Liabilities,10,7,6,5,10
  └─ Non controlling int,0.10,0.09,0.00,0.00,0.00
  └─ Trade Payables,9.06,6.31,5.10,3.85,8.62
  └─ Advance from Customers,0.47,0.06,0.14,0.08,0.04
  └─ Other liability items,0.63,0.62,0.63,0.60,1.20
Total Liabilities,25,22,23,26,42
Fixed Assets,0,0,0,0,1
  └─ Land,0.00,0.00,0.00,0.00,0.47
  └─ Plant Machinery,0.04,0.04,0.05,0.05,0.05
  └─ Equipments,0.29,0.29,0.29,0.30,0.30
  └─ Computers,0.48,0.49,0.51,0.53,0.54
  └─ Furniture n fittings,0.05,0.05,0.05,0.05,0.05
  └─ Vehicles,0.37,0.37,0.37,0.56,0.56
  └─ Gross Block,1.23,1.24,1.27,1.49,1.97
  └─ Accumulated Depreciation,1.15,1.19,1.22,1.27,1.45
CWIP,0,0,0,0,0
Investments,0,0,0,0,0
Other Assets,25,22,23,26,42
  └─ Trade receivables,18.03,16.25,16.61,11.42,24.86
  └─ Cash Equivalents,0.80,1.89,0.84,2.07,2.38
  └─ Loans n Advances,0.40,0.47,0.69,8.63,6.34
  └─ Other asset items,5.37,3.35,4.84,3.81,7.94
Total Assets,25,22,23,26,42
