Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,204,204,204,204,204,204,204,204,204,204,204,204,
Reserves,42,73,96,141,167,231,312,490,782,872,995,1166,
Borrowings,149,143,536,263,400,408,104,305,401,471,722,703,
  └─ Long term Borrowings,2,1,34,163,129,0,0,37,101,24,142,171,
  └─ Short term Borrowings,135,130,502,100,238,279,104,264,297,440,574,527,
  └─ Lease Liabilities,0,0,0,0,0,0,0,3,2,6,6,5,
  └─ Preference Capital,12,12,0,0,0,0,0,0,0,0,0,0,
  └─ Other Borrowings,0,0,-0,0,34,129,0,0,0,0,0,,
Other Liabilities,1034,1228,415,867,1264,1251,1100,693,816,218,366,425,
  └─ Trade Payables,935,1160,370,739,1209,1182,949,488,602,61,236,258,
  └─ Advance from Customers,21,12,0,0,0,10,56,115,113,38,49,,
  └─ Other liability items,78,56,44,128,55,59,95,90,102,119,81,166,
Total Liabilities,1429,1648,1250,1475,2035,2093,1720,1692,2202,1764,2287,2498,
Fixed Assets,344,324,263,247,233,353,525,682,657,652,620,616,
  └─ Land,46.93,47.08,47.20,47.14,58.30,58.25,58.25,59.76,54.43,54.05,53.67,,
  └─ Building,78.50,78.85,30.70,33.63,34.16,35.48,36.26,38.55,38.54,44.50,45.51,,
  └─ Plant Machinery,1214.20,1216.95,191.28,194.23,197.43,334.19,532.88,718.42,705.80,595.74,586.15,,
  └─ Equipments,63.77,63.99,10.11,20.63,22.04,33.37,40.33,41.22,38.85,39.13,39.58,,
  └─ Furniture n fittings,2.97,3.23,0.57,0.61,0.63,0.60,0.60,0.37,0.39,0.84,0.94,,
  └─ Railway sidings,5.82,5.82,2.98,2.98,2.98,3.02,3.03,3.03,3.03,3.44,3.78,,
  └─ Vehicles,1.75,1.53,0.69,1.42,1.48,1.53,1.53,1.53,1.59,1.49,1.49,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,
  └─ Other fixed assets,218.07,221.36,1.37,2.70,3.18,3.28,3.28,3.29,3.05,3.02,2.98,,
  └─ Gross Block,1632.01,1638.81,284.90,303.34,320.20,469.72,676.16,866.17,845.68,742.21,734.10,,
  └─ Accumulated Depreciation,1287.65,1314.33,22.26,56.57,87.57,116.63,150.87,184.22,188.53,90.12,114.34,,
CWIP,33,27,23,35,69,26,18,2,1,34,108,448,
Investments,10,10,66,74,88,98,114,174,192,225,252,288,
Other Assets,1042,1286,898,1119,1645,1616,1062,834,1352,853,1307,1147,
  └─ Inventories,147,103,229,189,188,135,358,449,221,96,82,94,
  └─ Trade receivables,31,68,92,47,18,9,7,0,10,18,12,14,
    └─ Receivables over 6m,21.43,25.25,0.00,0.00,0.00,0.00,8.97,6.86,10.32,17.64,7.13,,17.37
    └─ Receivables under 6m,16.91,50.66,98.05,53.94,24.14,15.45,4.69,0.34,6.49,6.82,12.05,,19.03
    └─ Prov for Doubtful,-7.81,-7.81,-6.49,-6.49,-6.49,-6.49,-6.47,-6.75,-6.75,-6.75,-6.95,,-8.07
  └─ Cash Equivalents,23,35,7,8,77,72,106,6,17,174,50,99,
  └─ Loans n Advances,-1,2,29,2,50,36,58,21,18,74,33,96,
  └─ Other asset items,843,1078,541,873,1312,1364,533,357,1085,491,1130,844,
Total Assets,1429,1648,1250,1475,2035,2093,1720,1692,2202,1764,2287,2498,
