Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.60,0.60,2,10,13,13,13
Reserves,4,5,11,13,53,68,79
Borrowings,3,2,2,17,10,14,20
  └─ Long term Borrowings,0.00,0.35,0.27,0.18,0.08,0.52,0.39
  └─ Short term Borrowings,2.58,1.36,1.68,17.16,9.74,13.70,19.67
  └─ Other Borrowings,0.00,0.00,-0.01,-0.01,0.00,0.00,
Other Liabilities,15,11,17,20,39,47,31
  └─ Trade Payables,14.42,10.22,16.11,14.97,27.50,26.22,24.52
  └─ Advance from Customers,0.00,0.00,0.00,1.24,7.31,11.37,
  └─ Other liability items,0.67,0.98,1.13,4.03,3.91,9.65,6.37
Total Liabilities,22,19,32,60,115,143,143
Fixed Assets,0,1,0,9,18,19,23
  └─ Equipments,0.29,0.29,0.29,0.56,0.62,1.00,
  └─ Computers,0.16,0.08,0.12,0.18,0.43,0.55,
  └─ Furniture n fittings,0.12,0.12,0.13,0.31,0.31,0.31,
  └─ Vehicles,0.00,0.57,0.57,0.57,0.57,0.93,
  └─ Intangible Assets,0.00,0.00,0.00,9.13,21.13,21.13,21.14
  └─ Other fixed assets,0.04,0.04,0.04,0.04,0.04,4.54,
  └─ Gross Block,0.61,1.10,1.15,10.79,23.10,28.46,
  └─ Accumulated Depreciation,0.30,0.41,0.66,1.57,4.71,9.52,
CWIP,0,0,0,0,9,7,0
Investments,0,0,2,2,3,3,3
Other Assets,22,18,29,48,85,113,117
  └─ Trade receivables,4,9,13,16,16,25,29
    └─ Receivables over 6m,0.00,0.00,0.00,0.47,0.60,2.95,
    └─ Receivables under 6m,3.62,9.31,12.87,15.25,15.87,22.26,
  └─ Cash Equivalents,11,4,11,7,35,51,16
  └─ Loans n Advances,1,1,3,10,15,16,53
  └─ Other asset items,7,4,2,15,19,20,19
Total Assets,22,19,32,60,115,143,143
