Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011
Equity Capital,4,4,5,5,10
Reserves,4,10,19,23,21
Borrowings,4,2,0,4,10
  └─ Other Borrowings,4.29,2.08,0.20,4.28,9.52
Other Liabilities,9,6,11,45,36
  └─ Non controlling int,0.00,0.00,0.01,0.00,0.04
  └─ Trade Payables,5.74,5.00,6.53,32.31,30.13
  └─ Advance from Customers,0.00,0.00,0.57,0.60,0.94
  └─ Other liability items,3.59,1.06,3.62,11.69,5.38
Total Liabilities,21,22,35,77,78
Fixed Assets,5,4,4,3,3
  └─ Building,2.10,2.10,2.10,2.10,2.10
  └─ Plant Machinery,9.80,9.43,7.40,7.40,7.41
  └─ Equipments,0.28,0.28,0.28,0.28,0.28
  └─ Furniture n fittings,0.67,0.71,0.71,0.71,0.71
  └─ Vehicles,0.00,0.00,0.00,0.00,0.39
  └─ Gross Block,12.85,12.52,10.49,10.49,10.89
  └─ Accumulated Depreciation,7.87,8.41,6.74,7.24,7.71
CWIP,0,0,0,0,0
Investments,0,0,0,0,0
Other Assets,16,18,32,74,74
  └─ Inventories,6.77,3.81,11.27,31.59,26.06
  └─ Trade receivables,6.01,9.36,12.54,27.06,20.12
    └─ Receivables over 6m,2.36,6.05,5.26,4.46,15.62
    └─ Receivables under 6m,3.65,3.31,7.28,22.60,4.50
  └─ Cash Equivalents,0.71,0.52,0.42,4.48,21.38
  └─ Loans n Advances,0.89,2.39,5.54,8.61,5.96
  └─ Other asset items,2.00,2.13,1.77,1.89,0.81
Total Assets,21,22,35,77,78
