Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1.19,1.83,1.83,3.62,3.63,5.72
Reserves,0.35,1.25,-0.64,-0.26,-1.86,5.53
Borrowings,0.05,0.17,3.00,8.62,7.38,9.65
  └─ Long term Borrowings,0.00,0.13,1.84,4.97,7.10,5.67
  └─ Short term Borrowings,0.05,0.04,1.13,3.61,0.28,3.98
  └─ Other Borrowings,0.00,0.00,0.03,0.04,0.00,
Other Liabilities,0.00,2.32,6.20,15.87,18.10,14.96
  └─ Non controlling int,0.00,0.01,-0.13,-0.43,-0.58,1.36
  └─ Trade Payables,0.01,0.25,0.93,2.45,0.75,1.05
  └─ Advance from Customers,0.00,0.00,0.00,0.53,0.00,
  └─ Other liability items,-0.01,2.06,5.40,13.32,17.93,12.55
Total Liabilities,1.59,5.57,10.39,27.85,27.25,35.86
Fixed Assets,0.00,2.60,6.01,15.03,15.82,15.59
  └─ Land,0.00,2.08,5.80,15.31,15.06,
  └─ Building,0.00,0.00,0.07,0.23,0.57,
  └─ Plant Machinery,0.00,0.02,0.05,0.21,0.37,
  └─ Equipments,0.00,0.01,0.04,0.19,0.39,
  └─ Computers,0.02,0.05,0.10,0.20,0.33,
  └─ Furniture n fittings,0.01,0.36,0.93,2.71,3.72,
  └─ Vehicles,0.00,0.16,0.16,0.16,0.16,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,2.41
  └─ Other fixed assets,0.01,0.01,-0.01,0.01,0.00,
  └─ Gross Block,0.04,2.69,7.14,19.02,20.60,
  └─ Accumulated Depreciation,0.03,0.08,1.13,3.98,4.78,
CWIP,0.00,0.00,0.00,0.00,0.00,3.52
Investments,0.30,0.21,0.21,0.89,1.36,2.09
Other Assets,1.29,2.76,4.17,11.93,10.07,14.66
  └─ Inventories,0.00,0.35,1.96,4.09,4.19,6.64
  └─ Trade receivables,0.00,0.01,0.01,0.41,0.62,0.61
    └─ Receivables over 6m,0.00,0.00,0.01,0.01,0.28,
    └─ Receivables under 6m,0.00,0.01,0.01,0.39,0.34,
  └─ Cash Equivalents,1.27,1.47,0.14,2.51,0.77,1.61
  └─ Loans n Advances,0.00,0.14,0.00,0.01,0.96,0.59
  └─ Other asset items,0.02,0.79,2.06,4.91,3.53,5.21
Total Assets,1.59,5.57,10.39,27.85,27.25,35.86
