Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023
Equity Capital,4.93,4.93,4.93,4.93,4.93
Reserves,27.40,27.85,32.25,36.39,44.27
Borrowings,0.00,0.84,0.00,0.00,0.00
  └─ Short term Borrowings,0.00,0.84,0.00,0.00,0.00
Other Liabilities,7.36,7.42,7.76,9.88,10.73
  └─ Trade Payables,2.34,2.99,3.57,4.64,4.17
  └─ Advance from Customers,0.42,0.51,0.47,1.16,1.61
  └─ Other liability items,4.60,3.92,3.72,4.08,4.95
Total Liabilities,39.69,41.04,44.94,51.20,59.93
Fixed Assets,7.11,6.88,6.61,8.39,7.26
  └─ Land,1.37,1.37,1.36,1.36,1.38
  └─ Building,4.01,4.01,4.01,4.71,4.71
  └─ Plant Machinery,9.37,9.41,9.49,11.13,10.32
  └─ Equipments,0.34,0.35,0.36,0.40,0.37
  └─ Computers,0.24,0.26,0.31,0.35,0.36
  └─ Furniture n fittings,0.40,0.40,0.40,0.42,0.42
  └─ Vehicles,1.15,1.37,1.14,1.14,1.22
  └─ Other fixed assets,0.25,0.24,0.26,0.25,0.26
  └─ Gross Block,17.13,17.41,17.33,19.76,19.04
  └─ Accumulated Depreciation,10.02,10.53,10.71,11.37,11.77
CWIP,0.18,0.23,0.49,0.00,0.02
Investments,0.73,0.52,0.94,1.20,2.99
Other Assets,31.67,33.41,36.90,41.61,49.66
  └─ Inventories,4.21,5.42,5.50,4.78,6.42
  └─ Trade receivables,10.18,8.24,8.92,10.71,13.65
    └─ Receivables over 6m,0.00,0.00,2.04,3.27,3.15
    └─ Receivables under 6m,10.18,8.24,6.88,7.44,10.51
  └─ Cash Equivalents,0.44,0.70,0.96,2.02,2.45
  └─ Loans n Advances,0.00,0.00,0.31,0.46,0.30
  └─ Other asset items,16.84,19.05,21.21,23.64,26.84
Total Assets,39.69,41.04,44.94,51.20,59.93
