Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,552,552,552,552,552,552,552,552,552,552,552,552,
Reserves,2165,2265,2373,2378,2477,2627,2800,3330,4038,4054,4194,4570,
Borrowings,2000,2997,1769,1331,3462,4814,2079,2979,1877,3297,2762,4128,
  └─ Long term Borrowings,415,152,114,320,425,601,1043,1120,1035,940,923,1742,
  └─ Short term Borrowings,1511,2603,1546,935,2885,4068,1024,1848,828,2343,1829,2371,
  └─ Lease Liabilities,0,0,0,0,0,0,12,10,14,13,10,15,
  └─ Other Borrowings,74,242,110,76,151,145,0,0,0,0,0,,
Other Liabilities,1569,1858,1866,2087,2452,2316,2240,3698,3267,3575,3772,7452,
  └─ Trade Payables,598,606,634,703,1154,997,905,2343,2011,1936,2217,1555,
  └─ Other liability items,971,1252,1231,1384,1298,1320,1335,1355,1256,1639,1556,5897,
Total Liabilities,6285,7672,6559,6348,8942,10309,7669,10558,9734,11477,11280,16701,
Fixed Assets,1552,1507,1547,1910,1950,2130,2182,2134,2543,2558,2905,3294,
  └─ Land,21.97,10.78,10.78,10.76,10.74,21.13,21.13,21.13,21.13,21.13,21.13,,
  └─ Building,245.43,104.34,119.00,164.39,195.51,279.71,298.88,320.57,338.12,365.40,460.73,,
  └─ Plant Machinery,3617.74,1438.77,1586.07,2019.49,2161.42,2403.58,2587.17,2689.27,3267.73,3451.42,3938.83,,
  └─ Equipments,41.34,14.03,16.07,18.11,25.11,25.67,33.65,35.12,41.37,53.89,62.92,,
  └─ Furniture n fittings,14.56,9.32,10.22,10.73,11.63,11.97,13.31,15.34,17.98,18.57,21.60,,
  └─ Railway sidings,53.94,12.40,14.36,14.83,15.29,15.29,19.45,20.31,22.92,29.88,30.21,,
  └─ Vehicles,6.19,3.26,3.43,3.41,3.36,7.49,10.60,11.24,18.55,22.62,23.63,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.08,
  └─ Other fixed assets,119.52,61.54,74.95,92.66,107.15,115.62,122.46,126.47,131.48,139.60,143.23,,
  └─ Gross Block,4120.69,1654.44,1834.88,2334.38,2530.21,2880.46,3106.65,3239.45,3859.28,4102.51,4702.28,,
  └─ Accumulated Depreciation,2568.82,147.02,288.04,424.38,580.22,750.44,924.89,1105.76,1316.66,1544.59,1796.86,,
CWIP,62,150,107,152,276,433,406,513,211,431,579,810,
Investments,0,49,45,62,80,256,645,935,994,992,1095,1380,
Other Assets,4672,5966,4860,4223,6636,7490,4437,6977,5986,7497,6700,11216,
  └─ Inventories,1009,1174,817,766,1506,975,815,2355,2615,2604,1599,1597,
  └─ Trade receivables,3298,4328,3642,2860,4553,4551,1447,3027,2609,3550,3101,4690,
    └─ Receivables over 6m,896,0,0,0,0,0,0,0,0,2954,2575,,1039
    └─ Receivables under 6m,2401,4330,3645,2864,4554,4555,1448,3027,2610,598,526,,1731
    └─ Prov for Doubtful,0,-3,-3,-3,-2,-4,-1,-0,-1,-3,-1,,0
  └─ Cash Equivalents,86,3,13,6,5,3,1520,1164,65,353,1036,153,
  └─ Loans n Advances,32,60,22,36,55,42,105,48,63,55,24,0,
  └─ Other asset items,248,401,367,555,517,1919,549,383,635,936,940,4776,
Total Assets,6285,7672,6559,6348,8942,10309,7669,10558,9734,11477,11280,16701,
