Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,18,18,18,18,18,18,18,18,18,18,18,18,
Reserves,329,402,394,424,516,513,433,422,521,601,664,744,
Borrowings,348,317,322,313,243,228,253,280,215,202,183,131,
  └─ Long term Borrowings,261,239,302,294,0,190,219,235,153,100,61,37,
  └─ Short term Borrowings,54,81,0,1,0,15,20,31,29,68,89,59,
  └─ Lease Liabilities,0,0,0,0,0,13,13,13,33,33,34,34,
  └─ Other Borrowings,34,-3,20,18,243,10,0,0,0,0,0,,
Other Liabilities,141,82,75,72,75,69,67,66,74,70,85,89,
  └─ Non controlling int,6,0,0,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,34,34,32,36,38,37,31,28,34,30,35,36,
  └─ Advance from Customers,5,3,4,3,2,3,3,5,6,4,8,,
  └─ Other liability items,96,45,39,33,35,30,33,34,34,36,42,53,
Total Liabilities,836,819,809,827,852,828,771,786,828,890,950,981,
Fixed Assets,537,407,391,376,395,396,372,355,380,388,481,478,
  └─ Land,108.51,56.97,56.97,56.97,56.73,70.69,70.69,70.69,90.50,95.38,95.37,,
  └─ Building,282.38,169.44,169.55,171.46,189.95,194.08,194.91,201.48,222.39,226.47,254.01,,
  └─ Plant Machinery,266.86,137.23,144.65,152.00,156.37,163.59,166.30,167.10,169.55,170.71,232.03,,
  └─ Equipments,26.29,4.66,5.49,6.35,5.76,6.37,6.42,6.50,7.68,8.35,10.36,,
  └─ Furniture n fittings,145.54,56.61,57.58,58.34,72.20,74.43,75.13,74.78,76.30,81.39,120.06,,
  └─ Vehicles,7.61,1.25,1.24,1.23,1.30,1.44,1.45,1.38,1.17,0.96,1.28,,
  └─ Intangible Assets,10.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,
  └─ Other fixed assets,5.97,4.24,4.38,4.52,3.90,4.01,4.04,4.04,4.54,4.82,4.95,,
  └─ Gross Block,853.91,430.40,439.86,450.87,486.21,514.61,518.94,525.97,572.13,588.08,718.06,,
  └─ Accumulated Depreciation,316.82,23.80,48.78,74.98,91.64,118.38,146.85,171.43,192.01,200.31,236.78,,
CWIP,5,4,4,17,2,2,5,0,4,54,1,1,
Investments,100,238,235,259,289,272,248,252,296,334,366,397,
Other Assets,194,170,179,175,167,158,146,179,148,114,101,105,
  └─ Inventories,10.77,7.76,7.57,8.39,7.18,8.55,8.13,7.51,9.23,9.79,11.47,11.17,
  └─ Trade receivables,21.44,15.63,13.91,15.81,13.72,11.71,8.88,14.39,18.50,14.08,22.43,28.71,
    └─ Receivables over 6m,1.31,0.00,0.00,0.00,0.00,0.00,0.00,3.56,4.22,1.97,2.52,,1.62
    └─ Receivables under 6m,21.22,16.84,15.52,17.36,15.25,13.45,8.88,13.27,16.74,12.80,20.79,,21.86
    └─ Prov for Doubtful,-1.09,-1.21,-1.62,-1.55,-1.53,-1.74,0.00,-2.44,-2.45,-0.69,-0.88,,-1.24
  └─ Cash Equivalents,13.23,6.63,13.46,6.68,59.06,61.03,38.19,68.63,40.58,22.53,8.78,14.75,
  └─ Loans n Advances,10.47,10.76,15.83,15.90,14.74,13.37,13.17,9.70,12.17,10.04,10.52,10.69,
  └─ Other asset items,137.67,129.56,128.49,128.68,72.46,63.69,77.42,78.74,67.64,58.02,47.72,39.40,
Total Assets,836,819,809,827,852,828,771,786,828,890,950,981,
