Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,23,27,28,30,31,34,34,52,52,52,56,60,
Reserves,420,614,1005,1345,1534,1897,2147,2521,2627,2732,3191,6376,
Borrowings,791,429,184,205,167,153,152,96,49,122,1124,42,
  └─ Long term Borrowings,734.61,268.85,157.92,156.35,148.76,95.96,95.15,26.71,41.15,23.71,1114.26,3.87,
  └─ Short term Borrowings,52.38,14.60,23.52,3.17,0.57,0.57,53.35,69.15,7.55,97.58,8.69,36.76,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.92,1.22,
  └─ Preference Capital,4.33,4.33,0.00,36.36,8.98,9.60,10.21,0.00,0.00,0.00,0.00,0.00,
  └─ Other Borrowings,0.01,141.22,2.37,8.79,8.25,46.79,-6.50,0.00,0.00,0.00,0.01,,
Other Liabilities,321,270,257,245,327,321,367,406,477,460,355,561,
  └─ Non controlling int,0,0,0,0,0,0,0,0,-0,0,0,9,
  └─ Trade Payables,154,196,184,168,198,218,256,325,394,384,213,363,
  └─ Advance from Customers,35,15,4,1,36,39,37,35,39,30,7,,
  └─ Other liability items,133,59,68,76,94,63,74,46,43,46,135,189,
Total Liabilities,1556,1339,1473,1824,2058,2404,2700,3074,3205,3365,4725,7039,
Fixed Assets,368,333,376,412,484,512,563,546,510,437,806,1067,
  └─ Land,14.21,15.01,15.41,33.56,33.56,33.89,34.10,35.38,35.38,33.71,393.49,,
  └─ Building,91.07,87.64,76.89,84.96,100.22,116.84,121.89,124.95,124.97,109.56,116.06,,
  └─ Plant Machinery,408.41,389.54,286.00,326.22,412.77,460.80,541.77,562.00,571.11,525.59,564.26,,
  └─ Equipments,1.14,1.26,0.51,0.65,0.87,1.26,1.42,1.64,1.83,2.05,2.29,,
  └─ Computers,1.50,1.57,0.75,0.83,0.99,1.06,1.22,1.35,1.40,1.05,1.16,,
  └─ Furniture n fittings,17.37,16.25,12.99,13.37,19.07,25.10,34.30,40.78,43.84,38.39,44.09,,
  └─ Vehicles,6.64,6.69,3.25,5.23,6.96,7.59,9.39,10.33,10.40,9.46,10.88,,
  └─ Intangible Assets,0.00,0.00,9.48,9.72,9.77,9.77,9.77,9.77,9.82,9.90,9.78,0.12,
  └─ Other fixed assets,0.11,0.20,0.16,0.27,0.31,0.31,0.31,0.37,0.34,0.36,0.35,,
  └─ Gross Block,540.45,518.16,405.44,474.81,584.52,656.62,754.17,786.57,799.09,730.07,1142.36,,
  └─ Accumulated Depreciation,172.93,185.33,29.11,63.06,100.58,144.85,190.86,240.70,289.55,292.74,336.78,,
CWIP,89,6,36,32,38,79,58,63,72,68,63,42,
Investments,394,568,717,948,954,1214,1445,1781,1992,2528,3152,3341,
Other Assets,705,433,344,433,582,599,634,685,630,332,705,2589,
  └─ Inventories,102,86,82,119,169,143,169,245,195,124,153,169,
  └─ Trade receivables,468,253,147,215,254,320,329,289,209,87,109,104,
    └─ Receivables over 6m,53,33,32,0,0,0,106,42,51,22,43,,206
    └─ Receivables under 6m,416,220,115,215,256,320,223,247,159,65,66,,125
    └─ Prov for Doubtful,0,0,0,0,-2,0,0,0,0,-0,-0,,0
  └─ Cash Equivalents,4,20,16,16,23,15,10,19,99,5,14,1055,
  └─ Loans n Advances,50,27,33,26,28,25,21,17,24,12,14,514,
  └─ Other asset items,81,46,66,57,109,96,104,116,103,104,415,747,
Total Assets,1556,1339,1473,1824,2058,2404,2700,3074,3205,3365,4725,7039,
