Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,11,11,11,11,11,11,11,11,11
Reserves,57,116,188,199,186,174,179,184,209,235,278
Borrowings,23,38,46,28,58,58,78,83,61,41,32
  └─ Long term Borrowings,0.32,6.46,7.80,6.52,3.92,10.22,5.08,2.29,12.50,7.50,13.16
  └─ Short term Borrowings,21.77,31.65,35.91,18.40,51.18,44.81,72.82,80.71,48.99,33.15,19.17
  └─ Other Borrowings,0.82,0.25,2.69,2.62,2.63,3.04,0.00,0.01,0.00,0.00,
Other Liabilities,41,56,64,61,53,51,54,78,160,242,162
  └─ Non controlling int,0,2,2,1,1,1,1,1,1,1,1
  └─ Trade Payables,12,13,22,26,19,17,21,16,16,117,42
  └─ Advance from Customers,6,3,4,2,4,4,8,32,99,72,
  └─ Other liability items,24,39,36,32,29,30,24,29,44,52,119
Total Liabilities,130,220,309,299,307,294,322,356,442,528,483
Fixed Assets,39,104,105,117,116,184,180,189,200,200,187
  └─ Land,4.51,62.11,62.78,63.20,63.25,63.24,66.02,67.58,71.85,72.86,
  └─ Building,15.27,19.37,21.21,25.22,25.22,66.62,66.18,74.07,74.48,77.18,
  └─ Plant Machinery,38.90,44.10,45.86,53.56,54.19,83.71,81.35,88.26,103.94,109.62,
  └─ Equipments,2.01,1.40,1.42,1.69,3.12,3.37,3.37,3.37,3.37,3.37,
  └─ Computers,0.64,0.60,0.64,0.68,0.71,0.90,0.91,1.11,1.24,1.30,
  └─ Furniture n fittings,0.73,1.67,1.76,1.82,1.87,2.30,2.41,2.53,2.65,2.82,
  └─ Vehicles,1.24,1.59,1.60,1.60,2.35,2.20,2.22,2.07,2.38,2.26,
  └─ Intangible Assets,0.00,0.00,0.00,4.32,5.09,7.79,8.11,8.91,8.91,9.72,5.45
  └─ Other fixed assets,0.21,0.41,0.40,0.42,0.62,0.62,2.27,2.27,3.53,3.54,
  └─ Gross Block,63.51,131.25,135.67,152.51,156.42,230.75,232.84,250.17,272.35,282.67,
  └─ Accumulated Depreciation,24.05,26.94,30.78,35.27,40.53,46.66,52.38,60.72,72.00,83.11,
CWIP,2,4,16,35,62,2,4,2,3,3,26
Investments,5,-0,-0,-0,-0,-0,-0,-0,-0,-0,0
Other Assets,83,112,188,147,130,108,138,165,238,326,269
  └─ Inventories,22,35,37,34,42,37,38,80,88,153,103
  └─ Trade receivables,42,56,98,65,48,43,72,54,73,38,53
    └─ Receivables over 6m,8.29,0.00,0.00,0.00,0.00,0.00,15.76,23.26,9.01,8.87,
    └─ Receivables under 6m,34.08,57.50,101.19,69.55,52.63,48.55,61.04,36.30,64.96,34.42,
    └─ Prov for Doubtful,0.00,-1.44,-3.35,-4.45,-4.85,-5.45,-5.25,-5.89,-1.32,-5.22,
  └─ Cash Equivalents,7,5,39,30,16,6,5,7,29,101,60
  └─ Loans n Advances,4,4,3,3,5,7,8,10,39,12,0
  └─ Other asset items,7,12,11,15,19,16,16,14,9,21,53
Total Assets,130,220,309,299,307,294,322,356,442,528,483
