Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2017
Equity Capital,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,
Reserves,21.75,22.27,22.43,22.41,22.35,22.20,22.37,22.87,22.47,
Borrowings,6.61,10.55,5.69,4.99,0.35,0.51,0.66,0.21,0.00,
  └─ Long term Borrowings,6.45,1.30,1.05,0.91,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,0.15,0.96,4.64,4.07,0.35,0.51,0.66,0.21,0.00,0.00
  └─ Other Borrowings,0.01,8.29,0.00,0.01,0.00,0.00,0.00,0.00,,
Other Liabilities,32.30,34.17,13.24,7.78,6.76,8.41,4.58,5.57,9.25,
  └─ Trade Payables,4.89,4.70,5.64,5.17,5.82,7.25,4.38,4.49,7.77,1.87
  └─ Advance from Customers,3.71,1.61,6.83,0.00,0.00,1.05,0.00,0.86,,
  └─ Other liability items,23.70,27.86,0.77,2.61,0.94,0.11,0.20,0.22,1.48,19.27
Total Liabilities,73.65,79.98,54.35,48.17,42.45,44.11,40.60,41.64,44.71,
Fixed Assets,2.60,2.46,2.35,2.27,2.24,2.19,2.14,2.11,2.09,
  └─ Building,1.97,1.97,1.97,1.97,1.97,1.97,1.97,0.00,,
  └─ Plant Machinery,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.00,,
  └─ Equipments,0.03,0.04,0.04,0.03,0.07,0.07,0.07,0.00,,
  └─ Computers,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.00,,
  └─ Furniture n fittings,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.00,,
  └─ Intangible Assets,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.00
  └─ Other fixed assets,0.00,0.00,0.00,-0.01,-0.01,-0.01,0.00,0.31,,
  └─ Gross Block,4.68,4.69,4.69,4.69,4.73,4.73,4.73,2.11,,
  └─ Accumulated Depreciation,2.08,2.23,2.33,2.42,2.49,2.54,2.58,0.00,,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Investments,0.58,0.87,0.75,0.57,0.44,0.29,0.40,0.62,0.12,
Other Assets,70.47,76.65,51.25,45.33,39.77,41.63,38.06,38.91,42.50,
  └─ Inventories,26.73,42.28,16.00,11.98,11.88,12.31,13.73,12.24,10.83,40.69
  └─ Trade receivables,21.98,0.38,3.62,1.46,1.19,2.21,5.71,10.68,15.82,4.07
  └─ Cash Equivalents,0.98,1.09,0.19,0.05,0.15,0.04,0.09,0.16,2.19,0.18
  └─ Loans n Advances,2.45,1.72,1.67,1.58,1.67,1.69,1.67,1.86,6.23,1.65
  └─ Other asset items,18.33,31.18,29.77,30.26,24.88,25.38,16.86,13.97,7.43,5.67
Total Assets,73.65,79.98,54.35,48.17,42.45,44.11,40.60,41.64,44.71,
