Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,19,25,25,51
Reserves,7,50,62,55
Borrowings,8,5,19,71
  └─ Long term Borrowings,5,1,2,1
  └─ Short term Borrowings,3,4,15,69
  └─ Lease Liabilities,0,0,2,2
Other Liabilities,18,26,45,41
  └─ Non controlling int,0.00,3.72,5.07,2.51
  └─ Trade Payables,5.43,11.26,15.85,15.67
  └─ Advance from Customers,2.21,7.63,9.25,
  └─ Other liability items,10.64,3.34,15.21,22.77
Total Liabilities,52,106,151,219
Fixed Assets,9,19,31,27
  └─ Building,0.00,0.84,2.50,
  └─ Plant Machinery,5.18,5.67,7.33,
  └─ Equipments,0.83,0.90,1.03,
  └─ Computers,3.30,3.41,3.51,
  └─ Furniture n fittings,0.27,0.27,0.55,
  └─ Vehicles,3.58,3.58,4.16,
  └─ Intangible Assets,0.00,1.97,3.46,19.22
  └─ Other fixed assets,5.93,15.02,23.50,
  └─ Gross Block,19.09,31.66,46.04,
  └─ Accumulated Depreciation,10.18,12.49,15.52,
CWIP,3,2,0,0
Investments,12,14,6,0
Other Assets,29,70,114,192
  └─ Inventories,0,9,14,18
  └─ Trade receivables,4,9,5,4
  └─ Cash Equivalents,1,7,28,43
  └─ Loans n Advances,15,33,48,80
  └─ Other asset items,9,12,19,47
Total Assets,52,106,151,219
