Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,28.39,28.39,43.98,43.91,43.91,43.91
Reserves,13.87,14.95,70.06,54.59,37.32,32.49
Borrowings,1.25,1.36,4.17,1.28,8.37,0.07
  └─ Long term Borrowings,0.00,0.00,0.02,0.01,0.35,0.07
  └─ Short term Borrowings,1.25,1.27,4.09,1.25,8.00,0.00
  └─ Lease Liabilities,0.00,0.09,0.05,0.02,0.02,0.00
  └─ Other Borrowings,0.00,0.00,0.01,0.00,0.00,
Other Liabilities,1.36,1.46,2.18,0.03,0.04,0.03
  └─ Non controlling int,0.00,0.04,0.00,0.00,0.00,0.00
  └─ Trade Payables,1.27,1.28,1.62,0.03,0.01,0.00
  └─ Other liability items,0.09,0.14,0.56,0.00,0.03,0.03
Total Liabilities,44.87,46.16,120.39,99.81,89.64,76.50
Fixed Assets,0.00,0.15,20.80,4.89,4.80,4.59
  └─ Equipments,0.00,0.00,0.00,0.00,0.02,
  └─ Intangible Assets,0.00,0.00,17.96,0.01,0.01,0.02
  └─ Other fixed assets,0.00,0.17,5.61,4.94,4.95,
  └─ Gross Block,0.00,0.17,23.57,4.95,4.98,
  └─ Accumulated Depreciation,0.00,0.02,2.77,0.06,0.17,
CWIP,0.00,0.09,0.00,0.00,0.00,0.00
Investments,3.93,6.91,50.99,50.32,43.48,35.42
Other Assets,40.94,39.01,48.60,44.60,41.36,36.49
  └─ Inventories,0.00,0.00,0.00,0.00,3.02,5.46
  └─ Trade receivables,1.33,1.24,1.29,0.13,0.17,0.15
  └─ Cash Equivalents,2.07,17.04,15.00,13.95,21.32,14.67
  └─ Loans n Advances,34.48,17.15,27.54,26.40,12.36,7.88
  └─ Other asset items,3.06,3.58,4.77,4.12,4.49,8.33
Total Assets,44.87,46.16,120.39,99.81,89.64,76.50
