Metric,Mar 2025,Mar 2026
Equity Capital,3,3
Reserves,18,34
Borrowings,8,5
  └─ Long term Borrowings,0.24,0.69
  └─ Short term Borrowings,7.29,4.13
Other Liabilities,32,24
  └─ Trade Payables,30.58,20.34
  └─ Other liability items,1.07,3.18
Total Liabilities,61,66
Fixed Assets,1,7
  └─ Intangible Assets,0.25,6.33
CWIP,0,1
Investments,0,0
Other Assets,60,57
  └─ Inventories,25.58,17.51
  └─ Trade receivables,13.30,31.65
  └─ Cash Equivalents,0.42,2.89
  └─ Loans n Advances,15.48,2.39
  └─ Other asset items,5.30,3.02
Total Assets,61,66
