Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,28,28,111,111
Reserves,336,449,621,678,911
Borrowings,28,260,480,724,720
  └─ Long term Borrowings,12,31,25,15,14
  └─ Short term Borrowings,17,50,136,351,371
  └─ Lease Liabilities,0,179,320,358,334
Other Liabilities,461,502,460,712,564
  └─ Trade Payables,168,344,276,504,365
  └─ Advance from Customers,0,1,3,0,
  └─ Other liability items,293,158,181,207,199
Total Liabilities,826,1239,1588,2224,2306
Fixed Assets,304,368,646,717,750
  └─ Land,14.78,1.87,1.87,1.87,
  └─ Building,273.08,314.67,562.34,636.69,
  └─ Plant Machinery,52.94,70.32,84.23,87.54,
  └─ Equipments,110.68,11.69,16.95,19.87,
  └─ Computers,5.35,6.97,10.02,9.26,
  └─ Furniture n fittings,0.00,128.87,178.26,219.55,
  └─ Vehicles,6.75,7.58,7.78,7.69,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,8.40
  └─ Other fixed assets,2.86,3.52,0.00,11.87,
  └─ Gross Block,466.44,545.49,861.45,994.34,
  └─ Accumulated Depreciation,162.64,177.15,215.05,277.30,
CWIP,17,71,17,46,25
Investments,1,1,-0,-0,-0
Other Assets,504,799,925,1461,1531
  └─ Inventories,397,643,764,1221,1152
  └─ Trade receivables,56,84,91,112,210
  └─ Cash Equivalents,14,26,21,15,10
  └─ Loans n Advances,5,9,7,21,12
  └─ Other asset items,32,37,42,92,146
Total Assets,826,1239,1588,2224,2306
