Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,106,106,106,106,106,115,120,120,121,121,123
Reserves,70,-19,33,-176,-295,-2,566,850,935,974,1419
Borrowings,348,306,371,488,1832,1336,1254,1565,2906,3188,3833
  └─ Long term Borrowings,0,211,272,332,340,359,107,77,726,670,786
  └─ Short term Borrowings,0,8,41,68,90,21,25,1,185,262,575
  └─ Lease Liabilities,0,0,0,1235,1288,872,1122,1487,1996,2256,2473
  └─ Preference Capital,0,0,0,0,5,8,0,0,0,0,0
  └─ Other Borrowings,348,88,58,-1147,109,75,0,0,0,0,
Other Liabilities,196,202,218,1390,240,219,322,450,971,1057,1375
  └─ Non controlling int,25,-20,-34,-51,-39,-42,-5,-6,293,308,343
  └─ Trade Payables,108,114,128,137,163,162,196,242,376,441,615
  └─ Advance from Customers,4,5,2,3,3,3,1,0,0,0,
  └─ Other liability items,59,103,121,1301,113,96,130,215,303,308,417
Total Liabilities,720,596,728,1807,1884,1668,2263,2985,4932,5339,6750
Fixed Assets,491,406,445,1578,1635,1392,1756,2427,4216,4622,5686
  └─ Land,10,10,10,10,1161,731,1119,1660,2301,2729,
  └─ Building,301,188,214,274,288,277,342,451,1087,1275,
  └─ Plant Machinery,319,201,230,297,315,305,422,592,1005,1175,
  └─ Equipments,12,6,9,17,20,19,27,34,41,49,
  └─ Computers,31,16,20,27,39,39,63,86,161,195,
  └─ Furniture n fittings,87,27,30,66,64,48,57,83,104,116,
  └─ Vehicles,16,6,6,7,7,4,4,4,5,6,
  └─ Intangible Assets,21,21,21,22,100,282,264,279,1228,1344,1879
  └─ Other fixed assets,115,55,70,1266,89,92,109,134,179,205,
  └─ Gross Block,913,530,610,1987,2083,1797,2408,3324,6111,7093,
  └─ Accumulated Depreciation,422,123,165,408,447,405,652,897,1894,2471,
CWIP,38,15,56,12,14,14,7,15,11,3,8
Investments,0,0,0,0,0,0,0,0,0,1,2
Other Assets,192,174,226,218,235,262,500,543,705,712,1054
  └─ Inventories,39,34,45,55,72,62,85,129,131,148,165
  └─ Trade receivables,15,18,18,23,17,17,21,29,53,41,64
    └─ Receivables over 6m,2.96,0.00,0.00,0.00,0.00,0.00,0.00,4.82,3.24,4.61,
    └─ Receivables under 6m,12.22,17.80,18.41,23.62,20.17,20.28,23.74,25.76,54.14,40.65,
    └─ Prov for Doubtful,-0.05,0.00,0.00,-0.64,-2.87,-3.40,-2.68,-1.67,-4.69,-3.95,
  └─ Cash Equivalents,46,37,45,27,16,41,66,85,181,181,495
  └─ Loans n Advances,13,11,14,14,14,12,15,22,35,24,171
  └─ Other asset items,78,74,104,98,115,130,313,279,305,317,159
Total Assets,720,596,728,1807,1884,1668,2263,2985,4932,5339,6750
