Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,4,4,4,4,11,11,11,14,14,17,17,17,
Reserves,58,62,180,134,295,262,212,336,338,376,298,234,
Borrowings,130,137,171,179,154,121,131,168,140,106,164,165,
  └─ Long term Borrowings,18,34,24,25,18,18,24,82,15,20,17,0,
  └─ Short term Borrowings,110,94,137,150,127,101,106,84,124,83,135,157,
  └─ Lease Liabilities,0,0,0,0,1,0,0,2,1,3,11,8,
  └─ Other Borrowings,2,9,10,4,7,2,-0,0,0,0,0,,
Other Liabilities,191,188,180,177,135,142,152,128,134,170,223,225,
  └─ Trade Payables,158,157,129,140,98,96,112,98,100,142,192,176,
  └─ Advance from Customers,4,4,2,4,0,0,0,0,1,2,2,,
  └─ Other liability items,29,28,49,34,37,46,40,31,33,26,29,48,
Total Liabilities,382,391,535,494,594,536,506,647,627,670,702,641,
Fixed Assets,76,75,222,250,246,295,283,276,272,275,303,300,
  └─ Land,10.71,10.71,140.60,140.60,142.31,142.28,142.28,237.32,140.61,140.61,140.61,,
  └─ Building,49.24,51.08,65.68,83.22,83.26,108.18,108.67,72.11,114.36,117.94,133.54,,
  └─ Plant Machinery,28.21,28.09,18.10,34.86,37.19,66.36,67.04,0.86,76.00,78.09,100.89,,
  └─ Equipments,9.32,9.43,1.09,1.79,2.15,2.90,3.07,13.26,4.02,6.67,8.35,,
  └─ Furniture n fittings,4.72,4.75,1.07,1.15,1.23,1.51,1.57,1.20,0.86,1.47,1.73,,
  └─ Vehicles,1.13,1.08,0.13,0.30,0.42,0.62,1.16,3.33,1.41,2.18,2.07,,
  └─ Intangible Assets,2.25,2.25,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,3.32,
  └─ Other fixed assets,26.44,27.20,1.41,1.86,1.94,6.43,6.44,6.84,6.86,7.24,9.54,,
  └─ Gross Block,132.02,134.59,229.26,264.96,269.68,329.46,331.41,336.10,345.30,355.38,397.91,,
  └─ Accumulated Depreciation,55.94,59.98,7.54,15.36,23.96,34.81,48.12,60.56,73.18,80.64,94.62,,
CWIP,1,6,14,1,24,0,0,0,2,35,27,0,
Investments,0,0,3,-0,-0,-0,-0,-0,-0,-0,-0,-0,
Other Assets,305,311,296,244,325,241,222,371,353,360,372,341,
  └─ Inventories,106,111,93,74,71,87,89,95,117,116,134,102,
  └─ Trade receivables,154,143,125,106,99,72,80,78,108,111,148,138,
    └─ Receivables over 6m,43,31,0,0,0,0,0,0,8,10,14,,30
    └─ Receivables under 6m,111,112,125,106,123,105,96,89,107,107,141,,130
    └─ Prov for Doubtful,-0,-1,0,0,-24,-34,-16,-10,-8,-6,-7,,0
  └─ Cash Equivalents,1,9,12,19,91,5,8,162,23,56,45,47,
  └─ Loans n Advances,11,8,8,7,8,12,11,8,6,6,11,3,
  └─ Other asset items,34,40,59,38,55,66,34,26,99,70,34,50,
Total Assets,382,391,535,494,594,536,506,647,627,670,702,641,
