Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Equity Capital,11,11,11,11
Reserves,10,11,13,33
Borrowings,15,15,39,39
  └─ Long term Borrowings,8.45,7.12,34.92,34.15
  └─ Short term Borrowings,6.30,7.86,3.94,4.49
  └─ Other Borrowings,0.01,0.00,-0.01,0.00
Other Liabilities,34,32,23,34
  └─ Non controlling int,0.01,0.24,0.24,0.23
  └─ Trade Payables,2.99,3.08,9.24,10.79
  └─ Advance from Customers,2.39,1.29,1.16,1.79
  └─ Other liability items,29.11,27.18,11.89,21.26
Total Liabilities,70,69,85,117
Fixed Assets,47,46,35,31
  └─ Plant Machinery,0,0,47,46
  └─ Equipments,0,0,0,0
  └─ Computers,0,0,0,0
  └─ Furniture n fittings,0,0,0,0
  └─ Other fixed assets,68,71,18,22
  └─ Gross Block,68,72,66,68
  └─ Accumulated Depreciation,21,26,31,37
CWIP,1,1,15,43
Investments,2,1,0,0
Other Assets,20,21,36,43
  └─ Inventories,0.05,0.05,0.07,0.11
  └─ Trade receivables,10.93,12.18,23.34,25.35
  └─ Cash Equivalents,0.25,0.68,2.97,2.55
  └─ Loans n Advances,4.80,3.97,5.06,3.96
  └─ Other asset items,4.12,3.87,4.10,11.06
Total Assets,70,69,85,117
