Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,20,23,23,23,23,23,24,24,24,27,27,27,
Reserves,669,930,944,832,793,743,817,818,940,2191,2456,2429,
Borrowings,125,233,372,624,896,730,847,920,353,166,627,623,
  └─ Long term Borrowings,43,164,160,187,576,553,537,496,50,37,25,170,
  └─ Short term Borrowings,54,52,182,389,294,175,308,365,200,29,504,352,
  └─ Lease Liabilities,0,0,0,0,0,0,1,59,104,99,98,101,
  └─ Other Borrowings,29,16,30,48,26,1,0,-0,-0,0,0,,
Other Liabilities,246,1493,1356,1210,975,775,775,903,931,832,651,960,
  └─ Non controlling int,36,79,79,64,73,79,0,0,0,0,1,1,
  └─ Trade Payables,96,378,442,306,535,351,398,439,323,319,235,330,
  └─ Advance from Customers,23,632,526,503,160,59,97,337,536,0,0,,
  └─ Other liability items,91,404,309,338,207,286,280,127,72,513,414,629,
Total Liabilities,1060,2678,2695,2689,2687,2272,2462,2664,2248,3216,3761,4039,
Fixed Assets,416,977,933,958,935,872,871,966,732,748,992,1394,
  └─ Land,182,545,528,544,540,539,543,602,554,554,525,,
  └─ Building,106,258,248,275,272,239,240,262,108,116,170,,
  └─ Plant Machinery,208,169,172,211,223,160,175,219,137,166,304,,
  └─ Equipments,5,2,3,1,1,2,2,2,2,4,10,,
  └─ Computers,0,0,0,3,3,3,4,4,5,6,8,,
  └─ Furniture n fittings,3,3,3,4,4,4,4,4,4,5,7,,
  └─ Railway sidings,4,3,3,3,4,4,11,10,12,12,9,,
  └─ Vehicles,15,2,2,2,3,3,3,3,4,5,8,,
  └─ Intangible Assets,60,28,29,36,34,2,2,2,2,2,2,201,
  └─ Other fixed assets,14,12,37,39,67,81,78,79,40,41,110,,
  └─ Gross Block,596,1022,1025,1117,1151,1038,1062,1187,869,913,1153,,
  └─ Accumulated Depreciation,181,45,92,159,216,166,190,221,137,164,161,,
CWIP,27,13,15,27,36,0,41,61,12,174,122,72,
Investments,1,21,82,83,87,29,31,30,32,198,299,279,
Other Assets,616,1666,1665,1621,1630,1371,1518,1607,1472,2097,2348,2295,
  └─ Inventories,224,716,537,442,521,376,385,504,461,524,523,588,
  └─ Trade receivables,113,230,234,276,344,252,567,233,279,533,671,630,
    └─ Receivables over 6m,27,0,0,0,0,0,0,17,38,203,538,,41
    └─ Receivables under 6m,87,232,236,281,376,287,577,223,244,336,147,,100
    └─ Prov for Doubtful,-1,-2,-2,-5,-32,-35,-9,-7,-3,-7,-14,,-2
  └─ Cash Equivalents,147,204,46,74,119,56,124,42,100,609,467,317,
  └─ Loans n Advances,5,9,10,108,120,8,5,16,8,9,36,25,
  └─ Other asset items,127,507,837,722,525,678,437,813,623,423,650,735,
Total Assets,1060,2678,2695,2689,2687,2272,2462,2664,2248,3216,3761,4039,
