Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,4,5,5,10,10,10,10,10,10,10,10,10,
Reserves,15,17,20,19,27,36,51,171,190,214,254,321,
Borrowings,8,13,19,26,29,35,41,54,90,98,112,130,
  └─ Long term Borrowings,1,3,3,5,8,10,18,20,27,20,15,29,
  └─ Short term Borrowings,7,10,15,21,19,21,16,34,63,79,97,101,
  └─ Other Borrowings,0,1,1,0,2,4,7,0,0,0,0,,
Other Liabilities,10,17,26,40,39,52,64,105,70,72,71,130,
  └─ Non controlling int,-0,-0,-0,-1,-1,-1,-1,-1,-1,-2,-2,-2,
  └─ Trade Payables,4,10,13,22,17,23,26,35,35,44,56,102,
  └─ Advance from Customers,5,5,10,14,17,14,21,28,19,19,5,,
  └─ Other liability items,1,2,4,5,6,16,18,45,18,10,12,30,
Total Liabilities,37,51,71,96,105,133,166,341,361,394,447,592,
Fixed Assets,13,13,17,20,29,43,57,92,120,139,146,156,
  └─ Land,0.35,0.35,0.35,1.06,1.06,1.06,1.06,7.21,13.36,17.48,18.75,,
  └─ Building,7.12,7.15,8.52,11.23,13.81,17.85,21.49,22.81,28.15,51.44,57.17,,
  └─ Plant Machinery,9.91,8.87,11.96,13.03,18.12,25.48,38.27,66.61,88.14,92.72,103.37,,
  └─ Equipments,0.79,1.18,2.02,3.02,5.39,7.42,8.98,14.28,17.40,20.66,22.86,,
  └─ Computers,0.53,0.68,0.92,1.07,1.32,1.87,2.44,3.04,3.79,4.24,4.64,,
  └─ Furniture n fittings,0.31,1.70,2.07,2.21,2.43,3.22,3.71,6.14,9.51,10.86,12.13,,
  └─ Vehicles,2.25,2.80,3.73,4.20,5.52,5.70,6.26,8.03,9.24,9.24,10.95,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.71,5.85,
  └─ Other fixed assets,1.43,0.05,0.00,0.00,-0.01,0.00,0.01,0.01,0.56,0.00,-0.01,,
  └─ Gross Block,22.69,22.78,29.57,35.82,47.64,62.60,82.22,128.13,170.15,206.64,231.57,,
  └─ Accumulated Depreciation,9.95,10.06,12.56,15.44,18.56,19.91,25.69,36.39,49.66,67.58,85.87,,
CWIP,0,0,0,0,0,0,3,12,14,0,0,17,
Investments,1,2,4,5,5,4,5,0,0,0,0,0,
Other Assets,24,37,50,70,71,86,102,237,226,255,302,420,
  └─ Inventories,6,10,14,15,11,22,17,53,93,78,83,78,
  └─ Trade receivables,9,18,23,37,38,30,36,69,72,114,154,280,
    └─ Receivables over 6m,2,2,4,6,7,7,36,17,29,32,29,,1
    └─ Receivables under 6m,7,16,19,31,31,23,0,52,43,82,125,,6
  └─ Cash Equivalents,1,1,3,2,1,2,6,13,7,6,15,4,
  └─ Loans n Advances,2,1,1,2,4,7,14,25,10,12,8,0,
  └─ Other asset items,5,6,10,14,16,25,29,76,43,44,41,58,
Total Assets,37,51,71,96,105,133,166,341,361,394,447,592,
