Metric,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019
Equity Capital,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,6.31,7.40,9.15
Reserves,18.78,18.70,18.15,15.75,12.08,11.95,10.84,10.30,28.66,27.24,30.24
Borrowings,14.94,16.88,14.80,16.50,10.67,7.53,6.62,9.28,9.46,7.84,7.36
  └─ Long term Borrowings,,,2.09,1.09,0.32,0.05,0.01,0.67,0.56,0.45,0.33
  └─ Short term Borrowings,,,11.29,12.31,10.35,7.14,6.59,8.52,8.80,7.27,6.90
  └─ Other Borrowings,14.94,16.88,1.42,3.10,0.00,0.34,0.02,0.09,0.10,0.12,0.13
Other Liabilities,3.86,7.57,7.36,6.85,8.97,7.30,9.39,6.96,7.49,23.36,15.12
  └─ Trade Payables,1.39,4.58,4.51,4.08,6.20,4.76,6.86,4.47,4.95,20.48,12.00
  └─ Advance from Customers,0.23,0.73,0.92,0.63,0.67,0.63,0.32,0.24,0.25,0.54,0.37
  └─ Other liability items,2.24,2.26,1.93,2.14,2.10,1.91,2.21,2.25,2.29,2.34,2.75
Total Liabilities,42.94,48.51,45.67,44.46,37.08,32.14,32.21,31.90,51.92,65.84,61.87
Fixed Assets,17.30,18.00,18.37,18.45,17.58,16.33,14.44,13.20,31.75,31.00,30.42
  └─ Land,2.86,2.77,2.77,2.77,2.77,2.39,2.39,2.39,11.62,11.30,11.14
  └─ Building,5.23,5.35,0.69,0.69,5.49,5.49,5.49,5.49,0.00,0.00,0.00
  └─ Plant Machinery,10.09,11.31,12.03,13.09,13.09,13.11,12.28,12.23,21.24,19.62,19.19
  └─ Equipments,2.16,2.26,4.90,6.02,2.66,2.69,2.69,2.80,0.00,0.00,0.00
  └─ Computers,0.17,0.18,0.17,0.13,0.14,0.10,0.10,0.11,0.00,0.00,0.00
  └─ Furniture n fittings,0.84,0.90,0.94,0.94,0.94,0.94,0.94,0.92,0.00,0.00,0.00
  └─ Vehicles,0.37,0.54,0.49,0.49,0.45,0.41,0.41,0.41,0.00,0.00,0.00
  └─ Intangible Assets,0.01,0.00,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.00
  └─ Other fixed assets,0.14,0.16,2.66,1.58,0.10,0.06,0.25,0.24,0.08,0.08,0.09
  └─ Gross Block,21.87,23.47,24.75,25.81,25.74,25.29,24.65,24.69,32.94,31.00,30.42
  └─ Accumulated Depreciation,4.57,5.47,6.38,7.36,8.16,8.96,10.20,11.50,1.19,0.00,0.00
CWIP,0.19,0.59,1.21,0.22,0.08,0.06,0.00,0.00,0.02,0.03,0.03
Investments,1.40,1.35,0.88,0.51,0.51,0.01,0.01,0.01,0.01,0.01,0.01
Other Assets,24.05,28.57,25.21,25.28,18.91,15.74,17.76,18.69,20.14,34.80,31.41
  └─ Inventories,11.03,12.18,12.35,12.24,8.05,7.90,8.79,10.15,10.47,12.56,10.89
  └─ Trade receivables,6.96,11.54,7.82,8.49,7.31,4.41,5.67,5.11,5.93,17.78,12.34
    └─ Receivables over 6m,0.79,0.04,2.86,3.37,1.45,1.02,0.57,0.32,0.62,3.22,5.37
    └─ Receivables under 6m,6.36,11.53,4.99,5.33,6.46,3.38,5.37,4.79,5.40,16.18,9.65
    └─ Prov for Doubtful,-0.19,-0.03,-0.03,-0.21,-0.60,0.00,-0.27,0.00,-0.09,-1.61,-2.68
  └─ Cash Equivalents,2.61,1.87,1.47,1.52,1.28,1.53,1.99,2.39,2.36,2.59,6.17
  └─ Loans n Advances,0.13,0.26,0.77,0.67,0.22,0.28,0.28,0.32,0.43,0.58,0.77
  └─ Other asset items,3.32,2.72,2.80,2.36,2.05,1.62,1.03,0.72,0.95,1.29,1.24
Total Assets,42.94,48.51,45.67,44.46,37.08,32.14,32.21,31.90,51.92,65.84,61.87
