Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,7,7,7,7,7,7,7,7,7,7,7,7,
Reserves,89,200,223,242,255,262,286,297,315,137,149,160,
Borrowings,25,11,9,9,7,3,2,2,7,7,3,4,
  └─ Long term Borrowings,2.00,0.63,0.42,0.49,0.52,0.74,0.64,0.71,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,19.67,10.14,8.47,8.60,6.18,2.64,1.24,0.80,6.53,6.68,2.65,4.16,
  └─ Other Borrowings,3.28,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Other Liabilities,83,72,82,68,54,50,59,56,74,41,43,48,
  └─ Non controlling int,12.54,14.05,17.17,1.68,4.05,5.25,1.25,1.32,1.39,0.00,0.00,0.00,
  └─ Trade Payables,48.60,42.58,44.90,51.09,36.11,34.16,43.21,39.10,53.09,31.90,32.76,35.20,
  └─ Advance from Customers,0.22,0.11,1.20,0.46,0.73,0.91,1.89,0.90,3.14,0.54,1.88,,
  └─ Other liability items,21.26,14.92,18.40,14.55,13.31,9.85,12.85,14.57,16.03,8.88,8.29,13.12,
Total Liabilities,203,289,321,325,322,322,354,361,402,191,202,219,
Fixed Assets,51,47,49,108,109,124,122,121,116,26,34,41,
  └─ Land,2.20,1.56,1.56,2.24,2.26,2.26,2.46,2.46,2.46,1.34,1.34,,
  └─ Building,27.89,27.06,23.18,25.51,25.89,26.55,26.59,27.68,26.61,14.63,17.44,,
  └─ Plant Machinery,23.15,21.69,15.80,17.97,19.96,24.80,26.27,28.24,25.76,17.94,22.27,,
  └─ Computers,3.03,2.82,1.12,1.15,1.27,1.52,1.66,1.61,1.59,1.35,1.43,,
  └─ Furniture n fittings,4.90,4.95,3.05,3.48,3.49,4.73,4.70,4.90,4.71,5.02,7.89,,
  └─ Vehicles,0.94,1.63,0.99,1.34,1.34,1.33,1.17,1.17,1.17,0.60,0.60,,
  └─ Intangible Assets,6.48,5.88,6.28,61.40,63.64,75.42,75.42,75.42,75.12,0.03,0.03,0.50,
  └─ Other fixed assets,2.83,2.45,0.64,0.79,0.81,0.96,1.07,1.15,1.15,0.71,0.57,,
  └─ Gross Block,71.42,68.04,52.62,113.88,118.66,137.57,139.34,142.63,138.57,41.62,51.57,,
  └─ Accumulated Depreciation,19.95,20.90,3.50,5.74,9.44,13.66,17.79,21.93,22.38,15.68,18.02,,
CWIP,3,2,2,1,2,0,0,1,12,13,8,2,
Investments,1,88,150,76,58,51,73,75,65,65,78,70,
Other Assets,147,152,120,140,153,147,160,165,208,87,83,107,
  └─ Inventories,31,23,28,25,25,27,29,34,35,16,16,20,
  └─ Trade receivables,86,58,67,81,91,82,84,90,115,49,40,53,
    └─ Receivables over 6m,15.83,16.62,0.00,0.00,0.00,0.00,0.00,10.48,0.00,9.96,8.71,,13.71
    └─ Receivables under 6m,71.42,43.12,68.21,81.45,90.96,83.74,88.11,84.01,121.72,42.24,34.62,,74.47
    └─ Prov for Doubtful,-1.20,-2.07,-0.97,-0.68,-0.14,-1.34,-4.58,-4.86,-6.52,-3.50,-3.42,,-1.37
  └─ Cash Equivalents,16,17,14,18,13,14,25,19,31,13,14,17,
  └─ Loans n Advances,1,1,2,2,4,5,3,2,4,2,2,1,
  └─ Other asset items,14,54,8,15,20,19,18,19,24,8,11,16,
Total Assets,203,289,321,325,322,322,354,361,402,191,202,219,
