Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3.52,7.04,7.04,7.04,7.04,7.04,7.74,7.74,7.74,9.54
Reserves,7.40,4.25,3.08,2.01,0.41,0.02,0.23,1.25,3.30,7.07
Borrowings,11.78,13.08,11.82,11.17,17.34,12.64,11.14,9.33,7.79,1.82
  └─ Long term Borrowings,6.68,8.34,7.92,7.08,10.98,2.41,2.10,0.85,0.03,0.26
  └─ Short term Borrowings,5.10,4.75,3.90,4.08,6.36,10.23,9.05,8.47,7.76,1.56
  └─ Other Borrowings,0.00,-0.01,0.00,0.01,0.00,0.00,-0.01,0.01,0.00,
Other Liabilities,29.20,19.48,11.48,12.24,6.18,3.00,3.05,2.25,2.38,1.51
  └─ Trade Payables,3.06,2.08,1.17,0.93,1.16,0.83,0.52,0.31,0.41,0.77
  └─ Advance from Customers,23.79,15.80,8.82,10.17,1.07,1.01,1.01,0.92,0.47,
  └─ Other liability items,2.35,1.60,1.49,1.14,3.95,1.16,1.52,1.02,1.50,0.74
Total Liabilities,51.90,43.85,33.42,32.46,30.97,22.70,22.16,20.57,21.21,19.94
Fixed Assets,2.57,3.26,3.06,2.89,2.55,2.41,2.31,2.22,2.12,2.15
  └─ Land,0.00,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,
  └─ Equipments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,
  └─ Computers,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,
  └─ Furniture n fittings,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,
  └─ Vehicles,0.09,0.66,0.66,0.66,0.31,0.31,0.31,0.31,0.31,
  └─ Intangible Assets,1.97,1.97,1.97,1.97,0.00,1.97,1.97,1.97,1.97,1.98
  └─ Other fixed assets,0.00,0.12,0.12,0.12,2.09,0.12,0.12,0.12,0.13,
  └─ Gross Block,2.71,3.45,3.45,3.45,3.10,3.07,3.07,3.08,3.09,
  └─ Accumulated Depreciation,0.14,0.19,0.39,0.56,0.55,0.66,0.76,0.86,0.97,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets,49.33,40.29,30.06,29.27,28.42,20.29,19.85,18.35,19.09,17.79
  └─ Inventories,39.41,32.64,24.35,24.53,16.07,15.40,15.59,14.56,13.82,14.93
  └─ Trade receivables,6.51,3.30,2.78,2.57,2.86,0.90,0.25,0.60,3.19,0.46
  └─ Cash Equivalents,0.03,1.86,0.36,0.06,0.09,0.31,0.06,0.27,0.51,0.57
  └─ Loans n Advances,0.30,0.39,0.59,0.33,0.04,0.27,0.23,0.25,0.00,0.00
  └─ Other asset items,3.08,2.10,1.98,1.78,9.36,3.41,3.72,2.67,1.57,1.83
Total Assets,51.90,43.85,33.42,32.46,30.97,22.70,22.16,20.57,21.21,19.94
