Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4.81,4.81,4.81,14.42
Reserves,9.92,15.61,17.55,36.95
Borrowings,0.00,1.66,0.61,0.37
  └─ Short term Borrowings,0.00,1.66,0.61,0.37
Other Liabilities,5.15,0.98,0.99,0.34
  └─ Trade Payables,0.00,0.59,0.67,0.34
  └─ Other liability items,5.15,0.39,0.32,0.00
Total Liabilities,19.88,23.06,23.96,52.08
Fixed Assets,4.47,4.46,4.45,0.01
  └─ Equipments,,0.04,0.04,
  └─ Computers,,0.04,0.04,
  └─ Furniture n fittings,,0.03,0.03,
  └─ Other fixed assets,,4.43,4.43,
  └─ Gross Block,,4.54,4.54,
  └─ Accumulated Depreciation,,0.09,0.10,
CWIP,0.00,0.00,0.00,0.00
Investments,0.00,3.54,5.59,32.82
Other Assets,15.41,15.06,13.92,19.25
  └─ Inventories,1.06,0.66,0.51,0.51
  └─ Trade receivables,2.68,1.46,0.51,2.92
  └─ Cash Equivalents,6.00,3.37,3.32,9.20
  └─ Loans n Advances,5.67,0.07,0.00,5.48
  └─ Other asset items,0.00,9.50,9.58,1.14
Total Assets,19.88,23.06,23.96,52.08
