Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Equity Capital,4,4,4,4,4,4,4,4,4,4
Reserves,57,53,65,66,67,69,72,75,79,81
Borrowings,41,51,41,37,39,26,16,15,33,20
  └─ Long term Borrowings,13.51,12.51,10.08,10.17,14.62,14.44,3.61,10.73,14.54,12.59
  └─ Short term Borrowings,25.89,37.37,29.30,26.55,24.08,10.61,12.21,4.00,18.59,7.65
  └─ Other Borrowings,2.01,1.42,1.17,0.24,0.55,0.76,0.00,0.00,0.00,
Other Liabilities,18,20,14,18,18,17,17,19,26,16
  └─ Trade Payables,16.58,18.17,10.16,12.21,13.20,10.64,9.40,9.91,15.55,11.08
  └─ Advance from Customers,0.00,0.00,0.61,0.64,0.43,0.94,0.73,1.51,1.41,
  └─ Other liability items,1.20,2.03,3.24,4.75,4.72,4.94,6.90,7.57,9.02,5.02
Total Liabilities,120,128,123,124,129,115,108,112,142,121
Fixed Assets,69,71,82,81,81,81,80,82,81,69
  └─ Land,57.63,59.67,71.13,71.13,71.13,71.13,71.13,62.98,62.98,
  └─ Building,5.07,5.65,4.05,4.09,4.09,4.04,4.04,4.04,4.04,
  └─ Plant Machinery,13.81,10.86,7.17,7.63,8.11,8.77,8.38,8.75,8.77,
  └─ Equipments,0.08,0.08,0.04,0.04,0.04,0.05,0.05,0.05,0.05,
  └─ Computers,0.24,0.23,0.03,0.05,0.05,0.04,0.05,0.07,0.06,
  └─ Furniture n fittings,0.27,0.33,0.06,0.06,0.06,0.06,0.06,0.06,0.06,
  └─ Vehicles,0.30,0.38,0.11,0.21,0.30,0.20,0.20,0.15,0.15,
  └─ Other fixed assets,-0.01,0.00,0.01,0.00,0.00,-0.01,0.00,10.94,10.94,
  └─ Gross Block,77.39,77.20,82.60,83.21,83.78,84.28,83.91,87.04,87.05,
  └─ Accumulated Depreciation,8.60,6.13,0.96,1.90,2.98,3.44,4.17,5.15,6.19,
CWIP,0,0,1,1,2,2,3,0,0,0
Investments,0,0,0,0,0,0,0,2,7,12
Other Assets,51,57,40,42,46,32,25,28,54,39
  └─ Inventories,16.15,16.30,9.80,11.20,17.26,11.57,11.65,12.84,30.43,17.25
  └─ Trade receivables,23.79,30.61,22.73,20.64,18.86,13.16,7.32,1.65,11.87,5.88
  └─ Cash Equivalents,1.91,2.20,1.04,1.23,1.12,1.89,0.83,2.07,2.34,6.75
  └─ Loans n Advances,0.00,0.00,0.50,0.25,0.20,0.16,0.15,9.91,6.86,0.54
  └─ Other asset items,9.22,7.75,6.43,8.21,8.67,5.11,5.50,1.27,2.34,8.76
Total Assets,120,128,123,124,129,115,108,112,142,121
