Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,33,33,33,33,33,28,28,27,27,27,27,27,
Reserves,697,772,650,690,800,1492,1612,1488,969,1007,1052,1043,
Borrowings,155,195,177,178,207,166,58,25,13,8,6,7,
  └─ Long term Borrowings,114.78,180.37,155.34,92.78,146.43,23.92,7.72,0.53,0.00,0.00,0.34,0.00,
  └─ Short term Borrowings,21.73,14.56,0.00,20.71,3.46,30.15,20.25,8.52,0.53,0.00,0.31,0.35,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,82.35,30.02,16.18,12.36,8.28,5.78,6.61,
  └─ Other Borrowings,18.11,0.00,21.26,64.53,56.75,29.97,0.00,-0.01,-0.01,0.00,0.00,,
Other Liabilities,284,337,509,481,425,352,452,566,131,122,118,177,
  └─ Non controlling int,6,9,10,10,10,3,3,4,4,5,7,-0,
  └─ Trade Payables,144,198,109,132,113,96,91,125,37,41,48,58,
  └─ Advance from Customers,50,33,39,25,23,14,23,35,26,3,2,,
  └─ Other liability items,84,98,352,314,278,240,335,402,65,72,61,119,
Total Liabilities,1168,1337,1370,1382,1465,2039,2151,2107,1140,1163,1204,1254,
Fixed Assets,110,107,194,219,228,357,310,371,245,260,258,373,
  └─ Land,2,2,71,71,75,75,75,75,75,75,75,,
  └─ Building,21,60,70,72,75,151,94,83,74,70,94,,
  └─ Plant Machinery,193,158,31,32,39,43,45,53,18,19,4,,
  └─ Equipments,15,14,1,2,2,3,3,3,1,2,1,,
  └─ Computers,0,0,13,13,23,24,13,14,40,59,66,,
  └─ Furniture n fittings,28,25,8,8,11,11,10,10,7,9,4,,
  └─ Vehicles,4,3,1,1,1,5,4,4,4,5,3,,
  └─ Intangible Assets,192,20,2,40,42,46,44,129,86,86,86,226,
  └─ Other fixed assets,205,411,38,56,73,162,208,234,13,13,13,,
  └─ Gross Block,660,693,236,295,341,519,496,606,318,337,345,,
  └─ Accumulated Depreciation,550,586,42,76,113,162,187,236,72,78,87,,
CWIP,4,2,15,28,53,20,5,6,16,16,32,-0,
Investments,526,582,586,604,2,844,859,722,572,586,678,656,
Other Assets,527,646,575,531,1182,818,978,1008,306,302,236,225,
  └─ Inventories,4,7,2,3,5,1,2,2,1,1,1,1,
  └─ Trade receivables,187,242,169,165,165,138,146,189,31,38,50,57,
    └─ Receivables over 6m,51,58,0,0,0,0,0,62,33,32,31,,68
    └─ Receivables under 6m,137,184,292,280,277,235,214,187,28,38,50,,189
    └─ Prov for Doubtful,0,0,-123,-115,-112,-98,-68,-61,-31,-31,-31,,-3
  └─ Cash Equivalents,86,89,127,128,121,260,499,435,71,100,57,36,
  └─ Loans n Advances,21,10,8,13,11,8,-0,-0,4,14,3,8,
  └─ Other asset items,228,298,269,222,879,412,331,382,200,149,125,123,
Total Assets,1168,1337,1370,1382,1465,2039,2151,2107,1140,1163,1204,1254,
