Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,21,22,22,22,22,25,32,32,40,40,41
Reserves,954,983,1048,1116,1005,1116,1298,1360,2493,2757,2333
Borrowings,432,433,522,575,760,779,710,984,631,948,895
  └─ Long term Borrowings,38,33,33,50,53,53,48,164,242,356,318
  └─ Short term Borrowings,387,394,482,524,697,727,662,819,388,569,555
  └─ Lease Liabilities,0,0,0,0,0,0,0,2,1,23,22
  └─ Other Borrowings,7,6,6,1,11,-0,0,0,0,-0,
Other Liabilities,584,540,656,979,1099,721,624,1009,1021,1092,1785
  └─ Non controlling int,17,20,0,0,-0,-2,-2,-2,-3,33,38
  └─ Trade Payables,370,298,329,556,554,430,312,569,676,639,603
  └─ Advance from Customers,129,145,243,126,102,48,78,240,160,185,
  └─ Other liability items,68,78,84,296,443,246,236,203,188,235,1144
Total Liabilities,1991,1978,2249,2693,2887,2642,2664,3385,4185,4837,5054
Fixed Assets,329,370,372,393,437,406,389,431,460,993,1023
  └─ Land,13,38,40,40,39,39,39,74,76,337,
  └─ Building,116,129,133,142,113,114,115,132,150,228,
  └─ Plant Machinery,193,207,224,259,327,328,341,360,394,536,
  └─ Equipments,3,4,6,9,10,10,11,10,8,10,
  └─ Furniture n fittings,10,13,13,14,14,15,14,15,18,23,
  └─ Railway sidings,2,2,2,2,2,2,3,3,4,5,
  └─ Vehicles,7,7,8,9,10,9,10,10,11,14,
  └─ Intangible Assets,0,0,0,0,0,0,0,0,0,56,60
  └─ Other fixed assets,3,5,5,5,42,42,42,44,47,71,
  └─ Gross Block,346,405,431,478,557,560,574,647,709,1280,
  └─ Accumulated Depreciation,17,35,59,86,120,154,185,216,248,287,
CWIP,4,2,5,14,7,4,2,9,22,66,165
Investments,432,390,253,143,101,131,77,104,425,246,373
Other Assets,1226,1217,1618,2144,2342,2100,2195,2840,3278,3532,3494
  └─ Inventories,353,232,291,450,537,309,361,676,724,852,868
  └─ Trade receivables,480,548,680,815,644,611,570,785,882,1367,1248
    └─ Receivables over 6m,207,181,772,896,704,280,259,221,216,279,
    └─ Receivables under 6m,371,465,0,0,0,431,359,589,668,1120,
    └─ Prov for Doubtful,-98,-98,-92,-81,-59,-99,-49,-25,-2,-33,
  └─ Cash Equivalents,67,51,35,47,84,105,173,153,407,211,232
  └─ Loans n Advances,41,52,58,115,119,107,145,163,123,130,20
  └─ Other asset items,284,333,554,717,958,968,946,1063,1142,973,1126
Total Assets,1991,1978,2249,2693,2887,2642,2664,3385,4185,4837,5054
