Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,13,13,13,13,13,13,13,13,13,13,13,13,
Reserves,211,216,201,175,146,64,43,26,18,36,44,16,
Borrowings,0,0,1,0,0,0,8,0,2,2,1,15,
  └─ Long term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,7.80,0.09,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,0.00,0.00,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.41,1.55,0.55,15.00,
Other Liabilities,20,26,16,16,17,11,8,9,10,18,15,12,
  └─ Non controlling int,0.00,0.00,1.72,1.09,3.45,1.37,1.18,0.47,0.21,0.46,1.37,1.97,
  └─ Trade Payables,8.22,16.64,8.25,9.38,4.47,3.69,2.10,1.46,2.50,2.96,1.19,1.57,
  └─ Advance from Customers,0.00,0.00,0.00,0.02,2.35,0.49,0.09,0.28,0.00,1.96,0.86,,
  └─ Other liability items,11.81,8.98,6.53,5.07,6.31,5.84,4.69,6.30,7.62,12.76,11.57,8.54,
Total Liabilities,244,255,231,203,176,89,72,48,43,68,73,56,
Fixed Assets,12,9,8,13,12,20,15,10,10,6,10,32,
  └─ Land,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,,
  └─ Building,1.55,1.55,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,,
  └─ Plant Machinery,18.86,19.07,3.54,4.20,4.93,4.93,4.86,4.92,5.38,5.85,6.44,,
  └─ Equipments,2.02,2.32,0.95,0.97,0.99,0.93,0.95,0.52,0.52,0.52,0.52,,
  └─ Computers,5.22,5.46,3.58,10.80,10.38,22.01,22.02,22.02,22.02,23.17,30.65,,
  └─ Furniture n fittings,8.87,8.88,2.90,2.88,2.86,3.50,3.50,1.24,1.24,1.24,1.24,,
  └─ Vehicles,0.53,0.53,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,
  └─ Other fixed assets,-0.01,-0.01,-0.01,0.00,0.01,0.00,0.01,0.01,2.32,2.32,1.40,,
  └─ Gross Block,37.12,37.88,12.25,20.14,20.46,32.66,32.63,30.02,32.79,34.41,41.56,,
  └─ Accumulated Depreciation,25.11,29.25,4.32,6.90,8.63,12.68,17.42,19.64,23.24,27.91,31.44,,
CWIP,1,1,6,0,6,0,0,0,0,4,3,0,
Investments,66,70,101,64,45,18,5,8,1,0,0,0,
Other Assets,165,175,116,126,112,51,52,29,32,58,60,25,
  └─ Trade receivables,47.00,17.83,14.05,10.05,6.15,5.71,10.25,3.86,0.88,11.19,4.68,8.45,
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.72,,0.00
    └─ Receivables under 6m,47.00,17.83,14.05,10.05,7.02,8.87,13.29,3.86,0.78,11.09,3.96,,46.59
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,-0.87,-3.15,-3.04,0.00,0.00,0.00,0.00,,0.00
  └─ Cash Equivalents,81.23,105.64,41.20,35.66,21.50,12.36,11.57,10.30,7.39,22.95,23.02,5.79,
  └─ Loans n Advances,9.20,6.00,8.75,12.56,14.54,15.01,13.60,3.33,0.70,4.64,3.62,0.25,
  └─ Other asset items,28.04,45.63,52.29,67.90,70.09,17.95,16.40,11.83,23.28,19.56,28.83,10.08,
Total Assets,244,255,231,203,176,89,72,48,43,68,73,56,
