Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,16,16,19,19,23,23,23
Reserves,181,825,1065,646,898,-244,946,984,626
Borrowings,184,2228,1234,479,446,2030,516,936,1191
  └─ Long term Borrowings,,0,0,0,0,700,246,524,497
  └─ Short term Borrowings,,2228,1224,468,435,1315,230,378,666
  └─ Lease Liabilities,,0,10,11,11,15,39,35,28
  └─ Other Borrowings,184,0,0,0,0,0,0,0,
Other Liabilities,4540,2323,2719,2568,2137,1386,2816,3687,3476
  └─ Non controlling int,-3,-3,-8,-4,-11,-15,-14,-13,1
  └─ Trade Payables,3740,1913,2221,1857,1403,650,1508,2750,2502
  └─ Advance from Customers,693,231,242,325,425,589,1125,699,
  └─ Other liability items,109,183,265,391,320,162,197,250,973
Total Liabilities,4920,5392,5034,3709,3500,3190,4301,5630,5317
Fixed Assets,21,31,45,46,42,44,56,46,41
  └─ Land,0.00,0.00,15.22,16.80,16.30,23.38,0.00,0.00,
  └─ Building,0.31,3.70,6.07,6.28,6.39,9.94,62.66,51.92,
  └─ Plant Machinery,19.61,29.97,34.07,39.89,42.31,46.22,44.67,38.99,
  └─ Computers,3.04,5.19,7.19,8.15,8.58,11.11,10.57,10.91,
  └─ Furniture n fittings,2.00,1.22,1.60,1.94,2.07,2.24,1.85,0.47,
  └─ Vehicles,0.42,4.69,2.19,1.91,1.96,1.80,1.92,1.13,
  └─ Intangible Assets,0.00,3.12,3.36,0.00,0.00,0.90,0.91,0.94,6.53
  └─ Other fixed assets,1.57,2.67,3.73,10.55,10.64,9.81,9.80,9.80,
  └─ Gross Block,26.95,50.56,73.43,85.52,88.25,105.40,132.38,114.16,
  └─ Accumulated Depreciation,5.70,19.07,27.94,39.18,46.06,61.16,76.17,68.30,
CWIP,3,0,4,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0
Other Assets,4896,5360,4985,3663,3457,3146,4244,5584,5276
  └─ Inventories,19,13,15,3,4,2,1,3,2
  └─ Trade receivables,1821,1900,2030,849,784,790,832,1254,1799
    └─ Receivables over 6m,0,0,0,0,570,529,449,621,
    └─ Receivables under 6m,1824,1922,2052,900,256,268,384,635,
    └─ Prov for Doubtful,-2,-22,-22,-51,-42,-7,-1,-1,
  └─ Cash Equivalents,104,455,499,291,504,95,339,711,534
  └─ Loans n Advances,513,139,183,255,173,126,147,437,341
  └─ Other asset items,2439,2854,2258,2265,1993,2133,2925,3180,2600
Total Assets,4920,5392,5034,3709,3500,3190,4301,5630,5317
