Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,152,152,152,171,205,205,205,205,205,205,218,219
Reserves,480,365,315,324,1218,1350,1211,1136,1337,1646,2828,3479
Borrowings,2072,2351,2636,2725,1546,1902,2058,2597,2853,3005,2604,2368
  └─ Long term Borrowings,0,,2051,2215,1339,1664,1757,2143,2208,1855,1553,1884
  └─ Short term Borrowings,0,,325,163,72,40,302,391,586,1096,1001,440
  └─ Lease Liabilities,0,,0,0,0,0,0,63,59,55,50,44
  └─ Preference Capital,0,0,0,16,52,111,119,175,186,200,74,0
  └─ Other Borrowings,2072,2351,261,331,83,86,-119,-175,-186,-200,-74,
Other Liabilities,538,487,449,432,562,579,545,527,562,922,1427,1243
  └─ Non controlling int,0,0,0,0,3,-0,-0,-0,-0,-0,-1,-1
  └─ Trade Payables,65,65,85,86,122,106,83,87,150,207,171,165
  └─ Advance from Customers,169,155,138,120,232,199,199,181,192,447,865,
  └─ Other liability items,304,266,227,226,206,274,263,259,221,268,391,1079
Total Liabilities,3242,3355,3552,3652,3531,4035,4019,4465,4957,5778,7077,7309
Fixed Assets,2295,2390,2839,2819,2753,3019,3080,3413,3854,4406,5210,5693
  └─ Land,739,739,804,796,796,886,813,776,861,920,1223,
  └─ Building,1312,1455,1800,1251,1259,1442,1373,1388,1496,1739,2092,
  └─ Plant Machinery,312,324,474,419,418,470,468,474,490,549,601,
  └─ Equipments,7,8,9,10,10,10,10,10,9,9,13,
  └─ Computers,15,17,19,20,22,27,25,28,27,30,38,
  └─ Furniture n fittings,265,298,388,360,358,374,375,384,387,450,480,
  └─ Vehicles,27,27,31,28,23,16,13,12,7,7,8,
  └─ Intangible Assets,4,4,23,23,23,23,23,23,56,71,85,85
  └─ Other fixed assets,5,6,6,736,764,822,1124,1565,1860,2088,2287,
  └─ Gross Block,2686,2877,3554,3642,3672,4069,4226,4658,5195,5863,6826,
  └─ Accumulated Depreciation,391,487,715,823,919,1050,1146,1245,1341,1457,1616,
CWIP,49,32,21,22,34,88,36,32,98,37,183,132
Investments,13,47,0,4,5,5,4,6,7,10,108,29
Other Assets,885,886,692,807,738,924,899,1013,999,1325,1575,1453
  └─ Inventories,322,326,319,312,395,437,435,436,439,571,660,269
  └─ Trade receivables,10,18,30,55,48,42,31,44,59,55,78,69
  └─ Cash Equivalents,32,35,33,32,83,128,46,100,122,132,186,308
  └─ Loans n Advances,24,18,32,245,17,14,16,28,25,53,39,185
  └─ Other asset items,497,489,278,164,196,304,371,406,354,514,611,622
Total Assets,3242,3355,3552,3652,3531,4035,4019,4465,4957,5778,7077,7309
