Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,10,
Reserves,1278,1513,1857,2141,2464,2453,2894,5069,3231,2830,4677,6456,
Borrowings,1497,1461,1665,7593,10022,12314,12853,16593,25013,26232,32489,36156,
  └─ Long term Borrowings,667,608,623,2639,5293,0,0,0,0,0,0,36156,
  └─ Short term Borrowings,685,571,891,3502,3549,0,0,0,0,0,0,0,
  └─ Preference Capital,0,0,0,0,0,0,0,0,2347,0,0,0,
  └─ Other Borrowings,145,281,151,1452,1180,12314,12853,16593,22666,26232,32489,,
Other Liabilities,2740,3233,3785,5016,5674,5835,7551,8662,10869,15458,16718,21386,
  └─ Non controlling int,439,769,928,1191,1426,1516,1759,2203,2804,4152,5469,6426,
  └─ Trade Payables,1619,1747,2107,3014,3343,3334,4536,4910,5474,6697,7666,9965,
  └─ Advance from Customers,0,111,80,93,68,156,190,274,356,295,394,,
  └─ Other liability items,682,606,670,718,838,828,1066,1275,2235,4314,3190,4994,
Total Liabilities,5525,6216,7317,14761,18170,20612,23309,30334,39123,44530,53895,64008,
Fixed Assets,2040,2468,2851,3627,4030,4460,4850,6339,6931,5630,7519,10041,
  └─ Land,276,210,249,307,315,336,399,418,596,566,1049,,
  └─ Building,576,520,606,739,912,1072,1006,1385,1515,1138,1124,,
  └─ Plant Machinery,3026,1900,2342,2939,3480,3899,4182,4948,5459,4271,4600,,
  └─ Equipments,87,37,50,114,156,183,206,230,262,284,532,,
  └─ Furniture n fittings,44,27,47,70,96,106,120,143,166,231,351,,
  └─ Vehicles,33,20,27,34,43,68,76,121,153,172,440,,
  └─ Intangible Assets,3,42,67,192,201,113,353,762,786,801,1102,3292,
  └─ Other fixed assets,75,29,71,199,226,596,1085,1673,2101,2420,3803,,
  └─ Gross Block,4120,2784,3459,4594,5428,6374,7427,9681,11038,9883,13000,,
  └─ Accumulated Depreciation,2079,316,608,967,1398,1915,2577,3341,4106,4253,5481,,
CWIP,102,69,101,396,756,1017,1050,560,821,1029,1482,976,
Investments,601,1055,1333,607,618,472,673,644,1022,1204,1320,1217,
Other Assets,2782,2624,3032,10131,12766,14663,16735,22790,30348,36667,43574,51774,
  └─ Inventories,1217,1119,1397,1417,1623,1459,1668,2013,2332,4035,2417,2459,
  └─ Trade receivables,577,646,845,1313,1725,1590,1207,1367,1465,1855,1750,2685,
    └─ Receivables over 6m,13,0,0,0,0,0,0,153,526,538,545,,52
    └─ Receivables under 6m,572,646,845,1324,1744,1615,1259,1270,996,1366,1259,,470
    └─ Prov for Doubtful,-8,0,0,-11,-19,-25,-52,-56,-58,-48,-54,,-7
  └─ Cash Equivalents,30,57,53,175,210,1160,1706,3934,3929,3170,5135,5403,
  └─ Loans n Advances,193,84,108,3530,4733,5573,1406,2352,433,599,576,36138,
  └─ Other asset items,765,719,629,3696,4476,4880,10748,13123,22190,27007,33696,5089,
Total Assets,5525,6216,7317,14761,18170,20612,23309,30334,39123,44530,53895,64008,
