Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,9,12,12,12,12,12,12
Reserves,716,656,490,388,513,564,692,833,1004,1243
Borrowings,164,448,279,431,279,153,110,61,135,379
  └─ Long term Borrowings,24,215,97,238,200,93,27,0,68,97
  └─ Short term Borrowings,94,215,165,133,48,35,62,47,57,266
  └─ Lease Liabilities,0,0,0,0,31,25,21,14,10,16
  └─ Other Borrowings,46,18,18,60,0,-0,0,0,-0,
Other Liabilities,406,617,824,501,432,469,493,529,798,841
  └─ Trade Payables,249,405,219,319,282,270,283,326,455,546
  └─ Advance from Customers,0,0,4,8,10,0,0,0,0,
  └─ Other liability items,157,213,601,174,140,199,210,203,344,295
Total Liabilities,1295,1731,1602,1330,1235,1198,1307,1435,1949,2475
Fixed Assets,739,834,699,731,642,612,597,632,871,1045
  └─ Land,121,109,101,112,111,125,123,151,175,
  └─ Building,153,150,169,210,208,210,210,229,284,
  └─ Plant Machinery,294,392,294,389,358,382,442,498,709,
  └─ Equipments,5,5,3,3,3,3,4,4,4,
  └─ Computers,20,24,28,29,24,30,37,39,41,
  └─ Furniture n fittings,7,8,8,8,8,8,9,10,15,
  └─ Vehicles,3,3,3,3,3,5,6,7,9,
  └─ Intangible Assets,352,409,418,408,345,356,356,350,352,106
  └─ Other fixed assets,24,36,26,32,28,29,17,18,34,
  └─ Gross Block,978,1135,1052,1195,1089,1148,1203,1306,1624,
  └─ Accumulated Depreciation,239,301,353,464,447,536,606,675,753,
CWIP,27,70,14,22,20,8,15,38,70,112
Investments,0,2,3,5,1,2,5,6,14,14
Other Assets,529,825,887,571,573,576,691,759,994,1305
  └─ Inventories,173,288,182,236,243,236,272,320,363,539
  └─ Trade receivables,214,296,195,196,188,239,269,287,473,578
  └─ Cash Equivalents,28,70,59,42,75,51,84,114,102,119
  └─ Loans n Advances,16,20,5,5,3,7,7,6,19,9
  └─ Other asset items,99,151,447,92,64,43,59,32,37,59
Total Assets,1295,1731,1602,1330,1235,1198,1307,1435,1949,2475
