Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Equity Capital,4.78,4.78,4.78,4.78
Reserves,5.66,6.12,5.83,5.66
Borrowings,0.78,1.31,1.40,0.61
  └─ Short term Borrowings,0.79,1.31,1.40,0.61
  └─ Other Borrowings,-0.01,0.00,0.00,0.00
Other Liabilities,2.47,1.89,3.67,1.99
  └─ Trade Payables,0.89,0.45,0.56,0.59
  └─ Other liability items,1.58,1.44,3.11,1.40
Total Liabilities,13.69,14.10,15.68,13.04
Fixed Assets,1.10,0.99,1.03,0.94
  └─ Land,0.06,0.06,0.06,0.06
  └─ Building,0.41,0.41,0.40,0.40
  └─ Plant Machinery,1.69,1.69,1.77,1.54
  └─ Equipments,0.11,0.11,0.19,0.19
  └─ Computers,0.01,0.01,0.01,0.02
  └─ Furniture n fittings,0.23,0.30,0.29,0.29
  └─ Vehicles,0.15,0.15,0.15,0.17
  └─ Other fixed assets,-0.01,-0.01,0.01,0.21
  └─ Gross Block,2.65,2.72,2.88,2.88
  └─ Accumulated Depreciation,1.56,1.74,1.85,1.94
CWIP,0.00,0.00,0.00,0.00
Investments,1.11,1.01,1.28,1.00
Other Assets,11.48,12.10,13.37,11.10
  └─ Inventories,1.40,1.73,1.44,1.71
  └─ Trade receivables,0.07,-0.37,0.60,0.57
  └─ Cash Equivalents,0.36,0.06,1.22,1.28
  └─ Other asset items,9.65,10.68,10.11,7.54
Total Assets,13.69,14.10,15.68,13.04
