Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,30,60,64,64,69,71,71,71,80
Reserves,216,1830,2562,2685,3018,3028,3573,2562,2049
Borrowing,3477,2968,3025,5373,3772,6074,9425,5656,3943
Other Liabilities,42,75,326,455,217,209,313,205,174
  └─ Non controlling int,0,1,1,2,2,0,0,0,0
  └─ Trade Payables,0,0,0,0,0,0,8,9,1
  └─ Other liability items,42,74,325,453,214,209,305,196,173
Total Liabilities,3764,4932,5977,8577,7076,9383,13383,8494,6246
Fixed Assets,8,27,34,38,31,47,52,52,39
  └─ Land,0.00,0.20,0.20,0.20,0.20,0.20,0.00,0.00,
  └─ Building,9.74,9.54,9.54,9.54,9.54,7.76,8.40,8.61,
  └─ Equipments,1.52,2.92,3.28,3.92,5.61,7.16,11.88,15.65,
  └─ Computers,12.00,16.09,18.20,19.62,17.87,20.40,29.33,33.58,
  └─ Furniture n fittings,5.50,7.11,8.20,9.33,10.18,10.61,15.51,18.51,
  └─ Vehicles,0.35,0.56,1.52,3.46,4.37,4.37,5.46,4.71,
  └─ Intangible Assets,0.00,17.37,17.37,17.37,17.39,17.39,17.39,17.39,20.72
  └─ Other fixed assets,9.58,10.53,21.96,28.47,17.86,31.92,25.39,30.14,
  └─ Gross Block,38.69,64.32,80.27,91.91,83.02,99.81,113.36,128.59,
  └─ Accumulated Depreciation,30.23,37.55,46.34,53.86,51.74,52.84,60.98,76.98,
CWIP,0,0,0,0,0,0,0,0,0
Investments,0,0,487,2,2,189,112,110,114
Other Assets,3756,4905,5456,8537,7043,9146,13218,8332,6094
  └─ Inventories,0,0,0,0,0,1,0,0,0
  └─ Trade receivables,2,4,22,12,0,0,0,0,0
  └─ Cash Equivalents,208,352,257,1381,1202,1005,1872,1844,1275
  └─ Loans n Advances,3148,7,14,15,18,42,84,158,3860
  └─ Other asset items,397,4543,5163,7129,5822,8098,11263,6330,959
Total Assets,3764,4932,5977,8577,7076,9383,13383,8494,6246
