Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,2.78,11.29,17.57,23.73,31.31,31.31
Reserves,,8.11,7.24,10.19,15.99,15.70,20.75
Borrowings,,2.27,4.30,7.11,4.93,0.84,45.65
  └─ Long term Borrowings,,0.00,0.82,0.00,0.00,0.05,40.72
  └─ Short term Borrowings,,2.27,3.48,7.11,4.93,0.79,4.27
  └─ Lease Liabilities,,0.00,0.00,0.00,0.00,0.00,0.66
Other Liabilities,,0.09,1.78,2.42,14.72,16.63,19.84
  └─ Non controlling int,,0.00,0.26,0.94,9.31,10.73,13.77
  └─ Trade Payables,,0.04,1.10,0.55,4.09,5.12,2.85
  └─ Advance from Customers,,0.00,0.08,0.52,0.84,0.37,
  └─ Other liability items,,0.05,0.34,0.41,0.48,0.41,3.22
Total Liabilities,,13.25,24.61,37.29,59.37,64.48,117.55
Fixed Assets,,0.10,0.34,0.69,1.16,1.05,2.26
  └─ Building,,0.00,0.06,0.25,0.26,0.26,
  └─ Plant Machinery,,0.00,0.22,0.35,0.89,0.91,
  └─ Equipments,,0.02,0.02,0.06,0.08,0.08,
  └─ Computers,,0.08,0.08,0.11,0.12,0.12,
  └─ Furniture n fittings,,0.04,0.04,0.11,0.11,0.11,
  └─ Other fixed assets,,-0.01,0.00,0.00,0.01,0.01,
  └─ Gross Block,,0.13,0.42,0.88,1.47,1.49,
  └─ Accumulated Depreciation,,0.04,0.08,0.19,0.31,0.44,
CWIP,,0.00,2.80,3.86,6.58,12.64,23.20
Investments,,9.89,11.00,11.57,12.29,10.17,1.11
Other Assets,,3.26,10.47,21.17,39.34,40.62,90.98
  └─ Inventories,,0.00,0.60,2.15,5.25,4.25,4.73
  └─ Trade receivables,,0.22,1.64,2.99,8.99,7.97,7.88
    └─ Receivables over 6m,,0.00,0.06,0.17,0.98,1.15,
    └─ Receivables under 6m,,0.32,1.79,2.93,8.15,7.00,
    └─ Prov for Doubtful,,-0.10,-0.21,-0.12,-0.14,-0.17,
  └─ Cash Equivalents,,0.03,0.13,0.12,0.01,0.03,0.07
  └─ Loans n Advances,,0.03,0.00,0.48,16.94,27.28,39.25
  └─ Other asset items,,2.98,8.10,15.43,8.15,1.09,39.05
Total Assets,,13.25,24.61,37.29,59.37,64.48,117.55
