Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Equity Capital,8.81,9.66,9.66,9.66
Reserves,27.66,29.58,30.93,32.36
Borrowings,0.00,0.00,0.00,0.00
Other Liabilities,12.81,14.93,11.82,13.71
  └─ Trade Payables,6.82,8.40,4.20,4.49
  └─ Advance from Customers,,0.39,0.42,0.91
  └─ Other liability items,5.99,6.14,7.20,8.31
Total Liabilities,49.28,54.17,52.41,55.73
Fixed Assets,16.00,16.62,17.88,18.15
  └─ Land,,0.00,10.61,10.61
  └─ Building,,8.58,8.62,8.62
  └─ Plant Machinery,,4.82,6.39,6.83
  └─ Equipments,,1.59,1.57,1.59
  └─ Furniture n fittings,,1.32,1.32,1.36
  └─ Vehicles,,0.46,0.46,0.46
  └─ Intangible Assets,0.03,0.00,0.00,0.00
  └─ Other fixed assets,,10.74,0.38,0.82
  └─ Gross Block,,27.51,29.35,30.29
  └─ Accumulated Depreciation,,10.89,11.47,12.14
CWIP,0.48,0.42,0.00,0.00
Investments,9.11,9.65,10.42,11.22
Other Assets,23.69,27.48,24.11,26.36
  └─ Inventories,11.27,14.33,12.25,14.15
  └─ Trade receivables,3.99,4.79,4.87,4.76
    └─ Receivables over 6m,,1.31,0.56,0.48
    └─ Receivables under 6m,,3.48,4.31,4.28
  └─ Cash Equivalents,4.17,2.30,1.21,2.65
  └─ Loans n Advances,0.05,0.98,0.53,0.84
  └─ Other asset items,4.21,5.08,5.25,3.96
Total Assets,49.28,54.17,52.41,55.73
