Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.15,0.15,0.15,0.15,19,19,19
Reserves,5,8,12,19,30,42,54
Borrowings,12,19,37,48,67,80,74
  └─ Long term Borrowings,9.07,10.17,24.77,32.13,43.21,43.27,41.34
  └─ Short term Borrowings,1.86,7.61,12.34,15.43,23.99,36.24,33.08
  └─ Other Borrowings,1.00,1.10,0.00,0.00,0.00,0.01,
Other Liabilities,8,5,16,74,55,114,113
  └─ Trade Payables,5,3,11,53,39,92,101
  └─ Advance from Customers,0,0,0,0,0,0,
  └─ Other liability items,3,3,5,21,15,21,12
Total Liabilities,25,33,65,141,171,254,260
Fixed Assets,2,1,26,29,29,31,31
  └─ Building,0.00,0.00,0.00,0.00,27.36,28.46,
  └─ Plant Machinery,0.00,0.00,0.51,1.40,1.40,3.24,
  └─ Equipments,0.29,0.32,0.34,0.32,0.39,0.42,
  └─ Computers,0.23,0.25,0.30,0.38,0.43,0.58,
  └─ Furniture n fittings,0.15,0.16,0.17,0.16,0.17,0.18,
  └─ Vehicles,3.86,1.13,1.13,1.11,1.25,1.25,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.07
  └─ Other fixed assets,0.01,0.00,25.13,27.36,0.01,0.04,
  └─ Gross Block,4.54,1.86,27.58,30.73,31.01,34.17,
  └─ Accumulated Depreciation,2.20,1.03,1.33,1.52,1.84,2.69,
CWIP,0,0,0,0,0,0,0
Investments,1,1,1,1,1,1,1
Other Assets,22,31,37,110,140,221,228
  └─ Inventories,0,0,4,25,13,22,36
  └─ Trade receivables,5,4,10,31,23,67,60
  └─ Cash Equivalents,10,18,11,0,11,1,1
  └─ Loans n Advances,1,1,11,40,79,113,104
  └─ Other asset items,6,9,2,14,15,18,26
Total Assets,25,33,65,141,171,254,260
