Metric,Mar 2025,Mar 2026
Equity Capital,6.00,12.00
Reserves,-14.07,2.77
Borrowings,13.68,6.55
  └─ Long term Borrowings,13.68,2.10
  └─ Short term Borrowings,0.00,4.45
Other Liabilities,13.05,0.29
  └─ Trade Payables,0.04,0.02
  └─ Other liability items,13.01,0.27
Total Liabilities,18.66,21.61
Fixed Assets,17.90,16.97
  └─ Intangible Assets,8.28,8.28
CWIP,0.00,0.00
Investments,0.00,0.00
Other Assets,0.76,4.64
  └─ Trade receivables,0.01,0.00
  └─ Cash Equivalents,0.37,0.32
  └─ Loans n Advances,0.07,4.04
  └─ Other asset items,0.31,0.28
Total Assets,18.66,21.61
