Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2026
Equity Capital,6.00,6.00,6.00,6.00,6.00
Reserves,5.22,6.60,18.38,19.54,0.78
Borrowings,1.89,0.71,0.00,0.00,0.00
  └─ Short term Borrowings,1.89,0.71,0.00,0.00,0.00
Other Liabilities,7.03,5.74,3.51,4.88,2.64
  └─ Non controlling int,0.17,0.18,0.18,0.17,0.00
  └─ Trade Payables,5.38,3.42,1.44,2.97,1.60
  └─ Advance from Customers,0.00,0.00,0.02,0.05,
  └─ Other liability items,1.48,2.14,1.87,1.69,1.04
Total Liabilities,20.14,19.05,27.89,30.42,9.42
Fixed Assets,5.37,5.34,15.14,14.69,2.07
  └─ Land,0.39,0.39,7.80,7.80,
  └─ Building,2.41,2.41,6.27,6.27,
  └─ Plant Machinery,9.90,10.18,9.73,10.22,
  └─ Equipments,0.30,0.31,0.34,0.34,
  └─ Computers,0.11,0.13,0.14,0.14,
  └─ Furniture n fittings,0.77,0.77,0.78,0.79,
  └─ Vehicles,0.05,0.06,0.48,0.48,
  └─ Other fixed assets,0.01,0.00,0.00,0.01,
  └─ Gross Block,13.94,14.25,25.54,26.05,
  └─ Accumulated Depreciation,8.57,8.92,10.40,11.36,
CWIP,0.00,0.04,0.09,0.01,0.25
Investments,0.04,0.19,0.22,2.22,0.25
Other Assets,14.73,13.48,12.44,13.50,6.85
  └─ Inventories,4.44,4.02,3.46,3.10,2.66
  └─ Trade receivables,6.84,7.05,2.90,4.64,1.99
  └─ Cash Equivalents,1.71,1.31,4.71,3.71,1.30
  └─ Loans n Advances,0.08,0.09,0.09,0.06,0.00
  └─ Other asset items,1.66,1.01,1.28,1.99,0.90
Total Assets,20.14,19.05,27.89,30.42,9.42
