Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.64,0.64,1,1,1,1,1,1,1,1,1
Reserves,35,115,128,135,156,278,426,437,696,966,1100
Borrowing,42,8,32,0,10,5,28,22,0,43,0
Other Liabilities,5,9,1,1,1,15,34,30,73,98,117
  └─ Non controlling int,0,0,0,0,1,2,3,3,4,5,6
  └─ Trade Payables,0,8,0,0,0,1,0,0,13,0,5
  └─ Other liability items,5,1,0,0,0,12,31,27,55,93,106
Total Liabilities,82,133,162,137,168,299,488,490,770,1109,1218
Fixed Assets,0,0,0,0,0,0,0,0,0,0,0
  └─ Land,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
  └─ Equipments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.01,
  └─ Computers,0.00,0.00,0.01,0.01,0.01,0.02,0.04,0.00,0.01,0.06,
  └─ Vehicles,0.01,0.96,0.97,0.97,0.06,0.06,0.06,0.06,0.06,0.06,
  └─ Other fixed assets,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,
  └─ Gross Block,0.01,0.97,0.99,0.99,0.07,0.08,0.10,0.10,0.11,0.13,
  └─ Accumulated Depreciation,0.00,0.89,0.91,0.93,0.03,0.04,0.05,0.07,0.07,0.09,
CWIP,0,0,0,0,0,0,0,0,0,0,0
Investments,51,97,119,117,137,292,474,489,762,1084,1097
Other Assets,32,36,42,20,31,7,14,2,8,25,121
  └─ Inventories,19,1,7,7,14,4,10,0,0,0,0
  └─ Trade receivables,6,3,0,0,0,0,1,0,1,0,2
  └─ Cash Equivalents,0,2,0,0,8,0,2,0,3,23,2
  └─ Loans n Advances,0,0,2,3,3,1,0,0,1,0,116
  └─ Other asset items,6,30,33,9,6,2,2,1,3,1,1
Total Assets,82,133,162,137,168,299,488,490,770,1109,1218
