Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3.73,3.79,3.99,10.39
Reserves,2.06,3.93,8.08,2.99
Borrowings,0.52,0.24,0.39,0.67
  └─ Long term Borrowings,0.21,0.04,0.01,0.00
  └─ Short term Borrowings,0.30,0.20,0.38,0.67
  └─ Other Borrowings,0.01,0.00,0.00,
Other Liabilities,0.59,1.46,3.09,2.17
  └─ Non controlling int,0.00,0.00,0.62,0.96
  └─ Trade Payables,0.09,0.09,1.22,0.25
  └─ Advance from Customers,0.00,0.00,0.04,
  └─ Other liability items,0.50,1.37,1.21,0.96
Total Liabilities,6.90,9.42,15.55,16.22
Fixed Assets,2.43,1.14,1.07,1.46
  └─ Land,0.25,0.27,0.00,
  └─ Building,1.65,0.26,0.00,
  └─ Plant Machinery,0.08,0.08,0.51,
  └─ Equipments,0.08,0.08,0.08,
  └─ Computers,0.25,0.33,0.46,
  └─ Furniture n fittings,0.07,0.12,0.11,
  └─ Vehicles,0.11,0.15,0.15,
  └─ Intangible Assets,0.00,0.00,0.00,0.46
  └─ Other fixed assets,0.46,0.49,0.56,
  └─ Gross Block,2.95,1.78,1.87,
  └─ Accumulated Depreciation,0.52,0.63,0.81,
CWIP,0.00,0.00,0.00,0.00
Investments,1.32,3.42,4.85,6.28
Other Assets,3.15,4.86,9.63,8.48
  └─ Trade receivables,2.47,3.52,5.59,5.88
    └─ Receivables over 6m,0.91,0.00,2.71,
    └─ Receivables under 6m,1.56,3.52,2.88,
  └─ Cash Equivalents,0.10,0.46,1.96,0.67
  └─ Loans n Advances,0.53,0.10,0.88,0.15
  └─ Other asset items,0.05,0.78,1.20,1.78
Total Assets,6.90,9.42,15.55,16.22
