Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Equity Capital,3,3,3,3,3,3,3,3,3,3,3
Reserves,15,20,23,90,94,98,74,79,86,92,106
Borrowings,6,8,8,1,1,30,22,15,8,2,2
  └─ Long term Borrowings,,,,,,3.70,6.11,-0.00,-0.00,-0.00,-0.00
  └─ Short term Borrowings,,,,,,26.04,13.97,15.06,8.00,2.50,2.50
  └─ Other Borrowings,6.05,7.69,8.47,0.55,1.38,-0.00,1.71,0.06,-0.00,-0.00,-0.00
Other Liabilities,13,10,14,17,20,26,25,27,23,26,29
  └─ Trade Payables,5.63,5.60,6.12,7.02,10.64,10.70,13.56,8.81,6.87,7.73,9.28
  └─ Other liability items,6.93,4.72,7.52,10.03,9.77,14.85,11.60,17.97,16.16,18.72,19.92
Total Liabilities,37,41,48,111,118,157,124,124,120,124,140
Fixed Assets,16,13,20,16,16,52,33,30,27,24,29
  └─ Land,1.86,1.55,2.58,2.68,2.79,2.62,1.87,1.57,1.57,2.28,2.32
  └─ Building,4.65,4.86,7.56,6.01,6.37,11.59,11.53,11.41,11.44,10.89,16.44
  └─ Plant Machinery,14.37,14.12,18.39,11.11,9.85,24.00,25.90,26.51,16.42,23.81,25.77
  └─ Equipments,0.50,0.52,1.01,0.63,0.46,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Computers,5.47,1.32,6.21,6.33,2.07,1.99,1.94,2.04,0.19,0.45,0.65
  └─ Furniture n fittings,2.61,2.03,2.80,2.67,1.98,2.76,2.67,2.72,2.66,1.24,1.29
  └─ Vehicles,0.90,1.04,0.94,0.94,0.95,1.05,1.08,1.54,0.32,1.28,1.47
  └─ Intangible Assets,0.72,0.25,0.34,0.09,0.09,19.29,0.00,0.00,0.00,0.00,0.00
  └─ Other fixed assets,0.00,0.00,0.00,0.00,0.00,0.74,0.78,0.95,0.97,0.54,0.55
  └─ Gross Block,31.08,25.69,39.83,30.46,24.56,64.04,45.77,46.74,33.57,40.49,48.49
  └─ Accumulated Depreciation,15.34,12.88,19.76,14.08,8.63,11.71,13.07,16.76,6.81,16.40,19.67
CWIP,0,3,3,2,7,0,1,1,1,4,1
Investments,0,0,0,0,46,42,29,25,9,9,9
Other Assets,21,26,25,92,50,62,62,69,83,87,102
  └─ Inventories,6.54,8.86,9.40,5.31,7.31,10.32,13.16,10.24,8.72,8.61,8.97
  └─ Trade receivables,7.67,4.96,7.88,12.94,10.23,11.88,17.64,28.25,24.97,27.64,27.59
    └─ Receivables over 6m,2.44,2.20,2.29,2.10,3.76,3.84,3.91,6.85,9.85,9.78,10.59
    └─ Receivables under 6m,5.23,2.76,5.59,11.21,8.84,11.13,16.82,24.50,18.17,20.91,20.04
    └─ Prov for Doubtful,0.00,0.00,0.00,-0.37,-2.37,-3.09,-3.09,-3.09,-3.05,-3.05,-3.05
  └─ Cash Equivalents,2.13,7.85,2.78,67.77,24.10,24.43,15.24,14.91,35.21,37.89,48.24
  └─ Loans n Advances,-5.75,-20.71,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other asset items,10.52,24.89,5.05,6.14,8.45,14.87,16.21,15.21,14.51,12.80,17.02
Total Assets,37,41,48,111,118,157,124,124,120,124,140
