Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,7,,26,26,26,30
Reserves,0,-0,-0,3,,62,75,79,120
Borrowings,0,0,0,0,,14,85,199,153
  └─ Long term Borrowings,0,0,0,0,,12,10,4,4
  └─ Short term Borrowings,0,0,0,0,,0,73,193,148
  └─ Lease Liabilities,0,0,0,0,,2,2,2,1
Other Liabilities,0,0,0,1,,121,100,109,89
  └─ Non controlling int,0,0,0,0,,0,0,0,0
  └─ Trade Payables,0,0,0,0,,46,59,62,54
  └─ Advance from Customers,0,0,0,0,,70,30,18,
  └─ Other liability items,0,0,0,0,,5,10,29,35
Total Liabilities,7,7,6,11,,223,285,413,392
Fixed Assets,0,0,0,0,,53,54,52,47
  └─ Land,0.00,0.00,0.00,0.00,,13.91,13.91,12.45,
  └─ Building,0.00,0.00,0.00,0.00,,20.85,23.06,23.31,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,,11.58,14.44,17.39,
  └─ Equipments,0.00,0.00,0.00,0.21,,2.26,2.30,2.35,
  └─ Computers,0.00,0.00,0.00,0.05,,2.09,2.64,2.67,
  └─ Furniture n fittings,0.00,0.00,0.00,0.09,,3.33,3.45,3.49,
  └─ Vehicles,0.02,0.02,0.00,0.07,,0.38,0.50,1.18,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,,2.36,2.36,2.36,5.05
  └─ Other fixed assets,0.02,0.02,0.01,0.01,,3.99,5.44,8.06,
  └─ Gross Block,0.04,0.04,0.01,0.43,,60.75,68.10,73.26,
  └─ Accumulated Depreciation,0.01,0.02,0.01,0.02,,7.69,14.30,20.80,
CWIP,0,0,0,0,,0,0,14,14
Investments,0,0,0,0,,0,0,0,0
Other Assets,7,7,6,11,,170,232,347,332
  └─ Inventories,0,0,0,2,,69,78,66,55
  └─ Trade receivables,0,0,0,0,,16,66,156,195
    └─ Receivables over 6m,0,0,0,0,,4,11,35,
    └─ Receivables under 6m,0,0,0,0,,12,55,121,
  └─ Cash Equivalents,0,0,0,1,,11,5,9,3
  └─ Loans n Advances,0,0,0,2,,21,39,67,66
  └─ Other asset items,7,7,6,5,,52,44,49,11
Total Assets,7,7,6,11,,223,285,413,392
