Metric,Mar 2011,Mar 2012,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2008
Equity Capital,125,125,127,127,127,127,127,127,127,127,128,129,
Reserves,743,855,1789,2161,2478,2646,3125,3493,3741,4261,4471,4376,
Borrowings,0,0,0,0,0,0,0,0,0,0,0,141,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,0,141,
Other Liabilities,218,202,205,262,409,393,398,363,307,953,1059,398,
  └─ Non controlling int,0,0,0,0,37,11,11,11,0,585,561,0,
  └─ Trade Payables,5,5,8,17,4,1,4,39,55,31,62,26,
  └─ Other liability items,213,197,196,246,368,381,384,312,252,337,436,372,
Total Liabilities,1086,1182,2121,2550,3013,3165,3650,3983,4175,5341,5658,5043,
Fixed Assets,208,201,278,273,351,373,360,357,368,412,408,409,
  └─ Building,198.88,198.88,298.87,298.87,376.61,366.84,380.97,402.32,430.78,345.59,364.18,,
  └─ Plant Machinery,18.46,18.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Equipments,9.57,9.78,13.44,13.80,6.50,7.71,7.97,13.71,21.96,31.50,41.28,,
  └─ Computers,0.00,0.00,26.14,27.21,11.00,12.42,14.67,16.97,17.07,17.07,45.89,,
  └─ Furniture n fittings,7.22,7.24,8.57,9.04,3.84,4.29,5.57,7.47,9.29,17.64,24.90,,
  └─ Vehicles,0.47,0.47,2.13,3.66,4.39,4.52,4.72,4.53,6.58,6.53,9.97,,
  └─ Intangible Assets,5.96,5.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.26,
  └─ Other fixed assets,6.63,7.68,15.77,17.93,22.07,29.72,35.38,36.91,40.46,187.40,184.88,,
  └─ Gross Block,247.19,248.79,364.92,370.51,424.41,425.50,449.28,481.91,526.14,605.73,671.10,,
  └─ Accumulated Depreciation,38.86,47.38,87.25,97.70,73.19,52.83,89.70,124.58,157.73,194.19,262.66,,
CWIP,0,0,3,5,1,1,5,8,9,3,11,0,
Investments,646,720,1543,1932,2261,2356,2747,2994,3248,4428,4558,3988,
Other Assets,232,260,297,339,400,436,539,623,550,498,681,647,
  └─ Trade receivables,7,25,8,28,28,46,46,80,94,83,80,77,
    └─ Receivables over 6m,1,5,2,6,8,8,28,6,0,3,5,,0
    └─ Receivables under 6m,6,20,6,22,20,37,17,74,94,80,74,,9
  └─ Cash Equivalents,47,62,110,149,124,119,332,399,357,320,504,444,
  └─ Loans n Advances,9,8,36,17,52,66,64,61,64,62,63,1,
  └─ Other asset items,170,164,144,146,196,205,97,84,35,33,34,125,
Total Assets,1086,1182,2121,2550,3013,3165,3650,3983,4175,5341,5658,5043,
