Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1.11,1.11,9.02,12.27,12.27
Reserves,2.03,2.48,2.27,22.60,29.02
Borrowings,0.64,0.64,0.87,0.55,0.27
  └─ Long term Borrowings,0.09,0.07,0.23,0.32,0.27
  └─ Short term Borrowings,0.51,0.55,0.64,0.23,-0.00
  └─ Other Borrowings,0.04,0.02,-0.00,-0.00,
Other Liabilities,0.48,0.56,2.07,4.72,2.12
  └─ Non controlling int,0.00,0.00,0.50,1.40,1.27
  └─ Trade Payables,0.00,0.00,0.08,0.03,0.00
  └─ Other liability items,0.48,0.56,1.49,3.29,0.85
Total Liabilities,4.26,4.79,14.23,40.14,43.68
Fixed Assets,1.20,1.73,1.78,3.94,3.68
  └─ Building,1.02,1.02,1.02,2.39,
  └─ Equipments,0.11,0.14,0.21,0.26,
  └─ Computers,0.07,0.10,0.19,0.27,
  └─ Furniture n fittings,0.10,0.10,0.10,0.12,
  └─ Vehicles,0.27,0.27,0.28,0.62,
  └─ Intangible Assets,0.00,0.57,0.57,0.57,0.86
  └─ Other fixed assets,-0.01,0.00,0.00,0.50,
  └─ Gross Block,1.56,2.20,2.37,4.73,
  └─ Accumulated Depreciation,0.36,0.47,0.58,0.80,
CWIP,0.00,0.00,0.00,2.40,5.34
Investments,0.27,0.29,0.01,1.04,1.04
Other Assets,2.79,2.77,12.44,32.76,33.62
  └─ Inventories,0.02,0.12,0.08,0.00,0.01
  └─ Trade receivables,0.52,0.98,2.91,8.64,7.01
    └─ Receivables over 6m,0.38,0.39,0.16,1.20,
    └─ Receivables under 6m,0.14,0.59,2.75,7.44,
  └─ Cash Equivalents,0.24,0.06,4.82,19.12,11.49
  └─ Loans n Advances,0.00,0.00,1.20,0.41,12.83
  └─ Other asset items,2.01,1.61,3.43,4.59,2.28
Total Assets,4.26,4.79,14.23,40.14,43.68
