Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,11,12,12,12,12,12,12,12,12,12,13,13,
Reserves,166,211,254,363,383,335,328,311,376,378,436,474,
Borrowings,204,222,265,348,383,441,437,478,501,517,479,542,
  └─ Long term Borrowings,31,34,31,47,60,59,123,165,159,102,66,92,
  └─ Short term Borrowings,168,183,230,292,315,373,308,305,335,409,409,440,
  └─ Lease Liabilities,0,0,0,0,0,0,6,7,7,6,5,10,
  └─ Other Borrowings,5,5,5,8,8,9,0,0,0,0,0,,
Other Liabilities,92,100,88,187,140,117,126,142,123,190,244,329,
  └─ Non controlling int,2,2,2,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,54,63,57,150,102,77,102,118,91,156,202,268,
  └─ Advance from Customers,0,0,2,8,6,2,1,1,0,4,3,,
  └─ Other liability items,37,35,26,29,32,37,22,23,31,30,39,61,
Total Liabilities,473,544,619,910,917,904,903,943,1012,1097,1172,1359,
Fixed Assets,67,75,87,97,114,125,187,194,199,179,159,150,
  └─ Land,8.56,8.56,2.56,2.56,2.56,7.88,7.88,7.88,7.88,7.88,7.88,,
  └─ Building,43.92,52.34,37.91,39.13,52.29,59.60,62.56,73.73,92.68,92.80,92.80,,
  └─ Plant Machinery,28.37,31.60,35.55,46.53,56.72,63.72,65.68,74.64,84.43,86.95,90.49,,
  └─ Equipments,2.65,3.34,2.75,3.18,3.58,4.00,4.19,4.58,5.00,4.83,5.20,,
  └─ Computers,1.24,1.80,1.25,1.68,1.83,2.10,2.17,2.62,3.21,3.74,1.51,,
  └─ Furniture n fittings,5.73,6.06,2.37,4.99,5.09,5.90,6.33,14.19,14.66,15.13,15.55,,
  └─ Vehicles,4.44,4.35,1.60,2.21,2.27,2.36,2.22,2.70,1.99,3.04,3.30,,
  └─ Intangible Assets,2.82,2.82,0.33,0.33,0.33,0.33,66.44,66.44,66.44,66.44,66.44,0.91,
  └─ Other fixed assets,0.79,1.31,7.96,8.60,9.04,9.18,9.29,9.61,9.72,9.79,10.17,,
  └─ Gross Block,98.52,112.18,92.28,109.21,133.71,155.07,226.76,256.39,286.01,290.60,293.34,,
  └─ Accumulated Depreciation,31.12,36.97,5.11,12.35,20.08,29.98,39.52,62.58,86.96,111.33,133.90,,
CWIP,6,9,8,25,10,11,8,8,0,1,3,12,
Investments,38,38,43,127,123,47,38,6,54,43,44,27,
Other Assets,362,422,481,661,670,721,669,735,758,873,966,1170,
  └─ Inventories,194,253,280,343,401,427,421,464,521,575,621,688,
  └─ Trade receivables,91,90,91,191,123,126,140,130,130,144,188,273,
    └─ Receivables over 6m,0,0,0,0,0,0,0,19,25,37,32,,0
    └─ Receivables under 6m,91,90,91,191,123,126,140,110,105,108,157,,29
    └─ Prov for Doubtful,0,0,0,0,0,0,0,0,0,-1,-1,,0
  └─ Cash Equivalents,36,33,54,34,45,61,39,76,33,72,77,103,
  └─ Loans n Advances,5,9,33,67,43,36,45,44,27,31,34,9,
  └─ Other asset items,37,36,22,26,58,71,24,21,47,52,46,97,
Total Assets,473,544,619,910,917,904,903,943,1012,1097,1172,1359,
