Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,42,42,45,46,48,60,60,60,60,67,69,87,
Reserves,553,476,486,507,540,581,544,541,622,745,1104,1297,
Borrowings,1413,1457,1242,1083,1148,1031,1005,953,862,217,41,18,
  └─ Long term Borrowings,989.20,746.33,592.01,520.50,965.58,890.89,884.13,847.78,752.60,198.74,25.71,12.10,
  └─ Short term Borrowings,430.64,503.66,405.70,311.31,182.63,139.95,120.72,104.70,108.94,17.83,14.91,5.59,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.46,0.48,0.51,0.53,0.22,0.23,0.22,
  └─ Preference Capital,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.20,14.20,0.00,
  └─ Other Borrowings,-6.96,207.25,244.71,251.26,0.00,0.00,-0.01,0.00,0.00,-14.20,-14.21,,
Other Liabilities,236,240,364,387,188,198,210,247,280,432,224,271,
  └─ Non controlling int,0,0,0,0,0,0,-0,-0,0,-0,-0,-0,
  └─ Trade Payables,134,132,102,129,127,135,139,176,204,293,110,146,
  └─ Advance from Customers,51,17,4,6,4,9,18,15,15,57,25,,
  └─ Other liability items,51,91,258,252,57,53,53,56,61,82,89,126,
Total Liabilities,2244,2215,2138,2023,1924,1870,1818,1801,1824,1460,1438,1673,
Fixed Assets,1117,1099,1042,934,914,843,753,630,587,192,273,306,
  └─ Land,83.10,64.32,65.49,65.49,65.41,65.84,56.07,54.15,53.94,7.18,27.58,,
  └─ Building,222.81,237.70,221.16,224.43,237.27,240.28,240.73,241.94,242.92,141.38,136.53,,
  └─ Plant Machinery,687.58,732.35,741.98,752.23,817.76,832.33,834.24,846.55,854.41,258.73,330.73,,
  └─ Equipments,89.05,90.37,98.38,101.47,103.96,104.32,106.91,108.06,109.94,27.10,27.37,,
  └─ Computers,9.99,1.18,1.71,3.13,3.36,3.94,4.26,4.84,5.38,0.00,0.00,,
  └─ Furniture n fittings,67.45,64.93,66.74,68.68,70.88,51.16,51.63,52.94,53.71,8.22,8.77,,
  └─ Vehicles,11.13,10.62,10.49,11.75,11.43,11.14,6.95,8.57,8.75,11.28,11.35,,
  └─ Intangible Assets,0.21,0.21,197.83,0.00,0.21,0.21,0.21,0.00,0.00,0.47,0.47,27.46,
  └─ Other fixed assets,232.89,218.83,14.58,133.61,83.25,48.24,18.98,5.21,5.19,109.29,112.52,,
  └─ Gross Block,1404.21,1420.51,1418.36,1360.79,1393.53,1357.46,1319.98,1322.26,1334.24,563.65,655.32,,
  └─ Accumulated Depreciation,287.40,321.78,375.94,426.56,479.86,514.32,566.56,692.03,746.77,371.94,382.31,,
CWIP,113,78,70,69,20,11,19,10,8,51,0,10,
Investments,18,18,18,18,19,17,36,29,30,112,213,248,
Other Assets,997,1020,1007,1002,972,998,1011,1131,1199,1106,952,1110,
  └─ Inventories,348,356,344,317,317,343,376,428,439,75,114,148,
  └─ Trade receivables,389,372,357,408,351,396,432,455,505,313,165,199,
    └─ Receivables over 6m,249,224,217,0,0,0,0,0,0,33,34,,247
    └─ Receivables under 6m,140,148,141,408,351,396,432,455,505,280,130,,211
    └─ Prov for Doubtful,0,0,0,0,0,0,0,0,0,0,0,,-14
  └─ Cash Equivalents,20,23,16,9,30,11,12,21,18,494,428,430,
  └─ Loans n Advances,55,74,85,84,96,74,66,117,171,45,59,76,
  └─ Other asset items,184,195,204,183,178,174,125,109,66,180,186,257,
Total Assets,2244,2215,2138,2023,1924,1870,1818,1801,1824,1460,1438,1673,
