Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2,2,2,14,17
Reserves,17,17,30,34,99
Borrowings,30,27,31,33,21
  └─ Long term Borrowings,16.63,14.40,15.71,14.87,6.58
  └─ Short term Borrowings,12.94,12.16,14.93,17.86,14.08
  └─ Other Borrowings,0.00,0.00,-0.01,0.01,
Other Liabilities,10,16,20,18,17
  └─ Non controlling int,0.01,0.01,0.05,0.08,0.05
  └─ Trade Payables,3.95,11.92,11.38,9.09,6.20
  └─ Other liability items,6.46,3.81,8.22,9.10,10.57
Total Liabilities,58,61,82,98,154
Fixed Assets,15,19,22,21,25
  └─ Building,0.00,0.00,0.66,0.67,
  └─ Equipments,42.13,47.99,54.26,57.60,
  └─ Computers,0.81,0.98,1.38,1.47,
  └─ Furniture n fittings,3.66,3.83,4.23,4.75,
  └─ Vehicles,2.50,3.60,3.82,3.96,
  └─ Other fixed assets,0.01,0.01,0.00,0.01,
  └─ Gross Block,49.11,56.41,64.35,68.46,
  └─ Accumulated Depreciation,34.06,37.40,42.65,47.55,
CWIP,0,0,0,0,0
Investments,0,0,0,0,0
Other Assets,43,42,60,77,128
  └─ Inventories,0,1,1,0,0
  └─ Trade receivables,16,18,33,51,50
    └─ Receivables over 6m,0.00,7.13,17.82,24.02,
    └─ Receivables under 6m,16.16,10.47,14.82,26.73,
  └─ Cash Equivalents,9,2,16,5,52
  └─ Loans n Advances,0,0,0,1,14
  └─ Other asset items,18,21,11,20,12
Total Assets,58,61,82,98,154
