Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,5,5,5,5,5,5
Reserves,171,182,186,182,192,201,221,222,226
Borrowings,15,13,12,11,0,0,10,9,18
  └─ Long term Borrowings,11.31,11.81,10.86,9.91,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,3.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.08
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,10.06,9.39,7.96
  └─ Other Borrowings,0.00,0.96,0.96,0.96,0.00,0.00,-0.01,0.00,
Other Liabilities,35,29,27,28,39,27,35,37,57
  └─ Non controlling int,2.62,3.93,3.11,3.37,3.65,0.00,3.36,3.95,2.81
  └─ Trade Payables,18.33,14.53,14.65,15.81,15.22,18.33,20.66,21.64,38.87
  └─ Advance from Customers,0.16,0.15,0.12,0.24,0.24,0.28,0.46,0.67,
  └─ Other liability items,13.92,10.22,9.11,8.21,19.76,8.65,10.69,11.18,15.68
Total Liabilities,226,228,230,226,237,234,271,274,306
Fixed Assets,49,46,44,41,25,45,64,60,56
  └─ Land,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,
  └─ Building,10.45,10.46,10.47,10.47,10.48,10.48,15.90,16.11,
  └─ Plant Machinery,39.11,39.63,39.98,41.78,26.33,27.60,37.14,36.91,
  └─ Equipments,0.58,0.74,0.91,1.11,1.22,1.33,2.33,2.77,
  └─ Furniture n fittings,0.08,0.08,0.63,0.76,0.77,0.77,1.28,1.32,
  └─ Vehicles,0.40,0.47,0.47,0.57,0.51,0.51,0.69,0.74,
  └─ Intangible Assets,0.39,0.39,0.41,0.41,0.39,0.00,0.00,0.00,0.42
  └─ Other fixed assets,0.25,0.47,0.49,0.58,0.60,23.36,34.64,35.03,
  └─ Gross Block,52.22,53.20,54.32,56.64,41.26,65.01,92.94,93.84,
  └─ Accumulated Depreciation,3.16,6.95,10.76,15.21,15.77,19.90,29.07,33.81,
CWIP,0,0,1,10,19,1,0,0,0
Investments,90,104,96,79,91,112,122,128,139
Other Assets,87,78,89,95,101,75,85,86,112
  └─ Inventories,41,33,38,37,36,39,41,46,69
  └─ Trade receivables,29,29,34,38,29,23,26,25,22
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,0.00,2.41,1.99,
    └─ Receivables under 6m,29.47,29.22,34.89,38.46,30.50,23.75,25.06,24.82,
    └─ Prov for Doubtful,-0.04,-0.32,-0.42,-0.82,-1.04,-1.16,-1.80,-1.70,
  └─ Cash Equivalents,7,6,6,5,4,2,6,3,5
  └─ Loans n Advances,1,1,2,2,2,3,3,2,1
  └─ Other asset items,8,9,8,14,30,8,10,10,15
Total Assets,226,228,230,226,237,234,271,274,306
