Metric,Mar 2006,Mar 2007,Mar 2013,Mar 2014,Mar 2015,Mar 2025,Mar 2026
Equity Capital,7,7,9,9,9,18,20
Reserves,22,23,42,48,59,502,675
Borrowings,36,35,64,92,45,102,69
  └─ Long term Borrowings,,,39,63,25,30,10
  └─ Short term Borrowings,,,17,22,13,68,56
  └─ Lease Liabilities,,,0,0,0,3,3
  └─ Other Borrowings,36,35,7,7,7,0,
Other Liabilities,21,20,50,43,58,96,92
  └─ Non controlling int,0,0,1,1,1,0,0
  └─ Trade Payables,11,10,23,15,27,45,38
  └─ Advance from Customers,0,0,0,0,0,2,
  └─ Other liability items,10,10,26,27,30,50,54
Total Liabilities,86,84,165,191,170,718,856
Fixed Assets,32,35,89,98,94,351,395
  └─ Land,0.62,0.62,0.71,0.77,2.29,17.83,
  └─ Building,7.94,8.17,9.50,10.14,13.12,74.94,
  └─ Plant Machinery,40.73,46.47,109.15,118.96,112.03,339.78,
  └─ Equipments,0.00,0.00,1.42,1.17,1.25,1.30,
  └─ Computers,0.00,0.00,0.00,0.00,0.00,2.50,
  └─ Furniture n fittings,0.99,1.08,1.54,1.61,1.61,7.50,
  └─ Vehicles,2.00,1.87,3.24,2.86,3.44,19.75,
  └─ Wind turbines,0.00,0.00,0.00,4.14,4.14,0.00,
  └─ Intangible Assets,0.72,0.72,1.33,1.33,1.33,0.00,0.16
  └─ Other fixed assets,0.00,0.00,0.00,-0.02,-0.01,0.28,
  └─ Gross Block,53.00,58.93,126.89,140.96,139.20,463.88,
  └─ Accumulated Depreciation,21.04,24.00,38.02,42.49,45.11,113.02,
CWIP,3,2,8,0,2,32,19
Investments,2,0,4,4,3,64,108
Other Assets,49,47,65,89,71,271,333
  └─ Inventories,13,13,23,26,32,137,157
  └─ Trade receivables,25,16,9,7,8,39,42
    └─ Receivables over 6m,0.00,0.00,5.09,4.05,1.80,4.19,
    └─ Receivables under 6m,24.84,16.13,3.62,3.38,6.38,39.04,
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,-3.80,
  └─ Cash Equivalents,4,3,11,17,12,15,19
  └─ Loans n Advances,0,0,0,0,0,27,11
  └─ Other asset items,7,14,23,38,19,52,103
Total Assets,86,84,165,191,170,718,856
