Metric,Mar 2006,Mar 2007,Mar 2008
Equity Capital,12.11,12.11,12.12
Reserves,-2.49,-3.36,-5.29
Borrowings,3.79,3.73,2.76
  └─ Other Borrowings,3.79,3.73,2.76
Other Liabilities,4.74,7.01,7.76
  └─ Other liability items,4.74,7.01,7.76
Total Liabilities,18.15,19.49,17.35
Fixed Assets,6.70,6.41,6.02
  └─ Other fixed assets,6.70,6.41,6.02
  └─ Gross Block,6.70,6.41,6.02
CWIP,0.00,0.00,0.00
Investments,0.38,0.38,0.28
Other Assets,11.07,12.70,11.05
  └─ Inventories,2.69,1.55,0.72
  └─ Trade receivables,5.05,8.07,8.69
  └─ Cash Equivalents,0.19,0.16,0.10
  └─ Other asset items,3.14,2.92,1.54
Total Assets,18.15,19.49,17.35
