Metric,Mar 2025,Mar 2026
Equity Capital,1.57,13.72
Reserves,0.56,-0.19
Borrowings,1.20,2.77
  └─ Short term Borrowings,1.20,2.77
Other Liabilities,10.74,15.25
  └─ Trade Payables,10.12,15.08
  └─ Other liability items,0.62,0.17
Total Liabilities,14.07,31.55
Fixed Assets,0.00,0.00
CWIP,0.00,0.00
Investments,0.00,0.00
Other Assets,14.07,31.55
  └─ Inventories,1.26,8.37
  └─ Trade receivables,10.40,5.86
  └─ Cash Equivalents,1.52,0.02
  └─ Loans n Advances,0.14,11.73
  └─ Other asset items,0.75,5.57
Total Assets,14.07,31.55
