Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,8,8,8,8,8
Reserves,177,196,251,308,404,528,649,798
Borrowings,189,118,59,79,47,0,36,29
  └─ Long term Borrowings,97.64,35.65,21.49,9.14,0.58,0.00,0.00,0.00
  └─ Short term Borrowings,72.13,58.53,21.11,55.94,36.15,0.00,36.07,29.09
  └─ Other Borrowings,19.27,24.29,16.55,14.34,10.20,0.00,0.00,
Other Liabilities,64,73,89,93,79,69,85,143
  └─ Trade Payables,27,36,51,58,40,38,46,82
  └─ Advance from Customers,2,5,4,9,4,5,5,
  └─ Other liability items,35,33,33,27,35,27,33,61
Total Liabilities,438,395,407,489,538,606,778,979
Fixed Assets,233,195,188,179,172,175,177,201
  └─ Land,17.45,20.15,20.15,26.09,26.30,25.94,27.55,
  └─ Building,47.66,50.99,50.99,50.99,50.99,51.28,51.91,
  └─ Plant Machinery,158.63,182.65,196.08,201.67,213.13,237.58,260.00,
  └─ Equipments,11.56,11.41,11.43,11.56,11.59,11.70,11.73,
  └─ Computers,1.95,2.02,2.14,2.28,2.43,2.56,2.84,
  └─ Furniture n fittings,2.83,2.83,2.83,2.87,3.10,3.18,3.20,
  └─ Vehicles,7.18,8.30,8.21,8.63,9.36,9.05,9.50,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41
  └─ Other fixed assets,53.75,4.76,4.75,5.88,5.87,5.95,5.95,
  └─ Gross Block,301.01,283.11,296.58,309.97,322.77,347.24,372.68,
  └─ Accumulated Depreciation,67.54,88.15,108.76,131.24,150.98,172.20,195.45,
CWIP,13,11,0,0,13,2,83,221
Investments,1,2,1,1,1,0,0,0
Other Assets,191,188,218,309,352,429,518,557
  └─ Inventories,66,67,72,133,160,145,185,218
  └─ Trade receivables,79,87,99,119,126,161,204,208
  └─ Cash Equivalents,2,6,15,9,27,74,51,69
  └─ Loans n Advances,4,4,4,18,14,22,27,2
  └─ Other asset items,39,24,28,31,26,27,51,59
Total Assets,438,395,407,489,538,606,778,979
