Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,57,57,57,57,60,69,69,69,69,69,69,69,
Reserves,745,299,293,352,389,251,271,207,1342,1643,1835,2093,
Borrowings,3671,3221,3095,2970,2721,2470,2303,2124,1650,834,570,591,
  └─ Long term Borrowings,2027,2439,2102,2012,2048,1794,1591,387,369,580,122,348,
  └─ Short term Borrowings,1350,650,548,410,384,374,322,1737,1282,254,448,243,
  └─ Other Borrowings,294,132,445,549,290,302,391,0,-0,0,0,,
Other Liabilities,2062,1798,2130,1616,1446,1517,1734,2153,1579,1709,1706,1370,
  └─ Non controlling int,117,123,117,121,106,23,23,124,136,152,165,-4,
  └─ Trade Payables,1119,915,946,822,601,513,576,548,564,638,679,730,
  └─ Advance from Customers,95,386,110,119,104,63,111,267,382,251,244,,
  └─ Other liability items,730,373,957,554,635,918,1025,1213,496,669,618,644,
Total Liabilities,6535,5374,5576,4996,4616,4308,4377,4552,4641,4256,4181,4124,
Fixed Assets,1315,354,303,298,280,239,202,265,329,217,206,186,
  └─ Land,8.83,8.83,16.03,37.54,37.54,40.48,46.91,46.92,46.92,40.46,40.46,,
  └─ Building,96.93,44.78,44.78,44.79,44.77,44.77,44.78,45.87,54.32,11.01,11.74,,
  └─ Plant Machinery,458.75,251.98,251.89,255.78,271.28,260.29,254.04,325.06,383.93,225.09,239.58,,
  └─ Equipments,21.64,6.19,6.33,6.59,6.67,6.74,6.99,8.96,10.60,8.36,9.49,,
  └─ Computers,11.51,0.82,1.02,3.74,3.97,4.10,1.70,3.61,4.78,4.81,5.05,,
  └─ Furniture n fittings,5.98,2.11,2.14,2.19,2.22,2.24,2.49,2.62,2.56,1.45,1.68,,
  └─ Vehicles,89.40,31.38,30.63,24.16,21.88,17.07,14.98,15.91,16.17,10.96,13.05,,
  └─ Intangible Assets,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,0.44,
  └─ Other fixed assets,955.17,64.55,64.97,75.94,72.44,72.43,54.98,54.99,60.21,10.98,11.01,,
  └─ Gross Block,1650.34,412.77,419.92,452.86,462.90,450.25,429.00,506.07,581.62,315.25,334.19,,
  └─ Accumulated Depreciation,335.47,58.96,116.49,154.64,182.83,211.50,227.13,240.83,252.68,98.61,128.55,,
CWIP,11,4,4,16,0,1,28,28,61,0,0,1,
Investments,105,198,170,138,6,6,7,7,7,0,0,0,
Other Assets,5104,4819,5098,4545,4330,4062,4141,4252,4244,4039,3975,3937,
  └─ Inventories,1041,726,527,520,389,164,147,169,177,115,112,97,
  └─ Trade receivables,979,1009,1191,943,606,366,331,443,377,413,377,767,
    └─ Receivables over 6m,964,0,0,0,0,0,209,88,238,88,178,,587
    └─ Receivables under 6m,169,1187,1284,1039,700,480,236,443,198,325,198,,545
    └─ Prov for Doubtful,-154,-178,-93,-96,-94,-113,-113,-88,-59,0,0,,-136
  └─ Cash Equivalents,125,143,105,80,193,251,255,324,863,153,160,267,
  └─ Loans n Advances,37,78,143,107,62,25,6,9,60,68,22,1645,
  └─ Other asset items,2921,2864,3132,2894,3081,3256,3401,3307,2766,3290,3305,1160,
Total Assets,6535,5374,5576,4996,4616,4308,4377,4552,4641,4256,4181,4124,
