Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,46,46,46,46,46,46,46,46,46
Reserves,80,105,119,129,137,113,102,45,22
Borrowings,75,68,73,58,76,84,83,78,77
  └─ Long term Borrowings,16,18,15,13,8,3,2,18,19
  └─ Short term Borrowings,50,42,54,44,68,82,80,60,58
  └─ Other Borrowings,9,8,4,0,0,0,0,0,
Other Liabilities,31,92,90,90,90,68,63,48,58
  └─ Trade Payables,23.14,67.68,72.03,70.31,75.05,61.76,60.89,40.91,34.84
  └─ Advance from Customers,0.11,0.07,0.85,0.21,0.25,0.00,0.04,3.36,
  └─ Other liability items,7.38,24.71,17.44,19.22,14.92,6.52,2.40,3.46,23.42
Total Liabilities,232,313,329,323,350,312,294,217,203
Fixed Assets,90,138,151,149,144,155,150,142,135
  └─ Land,4.93,5.21,8.58,8.75,8.75,8.75,8.75,8.75,
  └─ Building,17.99,27.02,33.11,34.39,35.72,35.54,36.35,36.08,
  └─ Plant Machinery,80.93,124.62,134.38,137.20,137.98,8.89,156.32,156.32,
  └─ Equipments,0.72,0.89,0.95,0.98,0.99,147.71,1.09,1.09,
  └─ Computers,0.33,0.48,0.51,0.55,0.58,0.61,0.62,0.62,
  └─ Furniture n fittings,0.54,0.54,0.60,0.66,0.67,0.67,0.67,0.67,
  └─ Vehicles,1.02,1.36,1.30,1.30,1.30,1.30,1.89,1.87,
  └─ Intangible Assets,-0.00,-0.00,-0.00,0.01,0.01,0.58,0.01,0.01,0.04
  └─ Other fixed assets,0.39,0.42,0.51,0.61,0.62,1.42,0.66,0.40,
  └─ Gross Block,106.85,160.54,179.94,184.45,186.62,205.47,206.36,205.81,
  └─ Accumulated Depreciation,16.57,22.46,28.62,35.53,42.35,50.16,56.42,63.59,
CWIP,13,2,0,7,8,0,0,0,0
Investments,0,1,1,2,2,1,1,1,1
Other Assets,128,172,176,166,197,155,143,74,67
  └─ Inventories,32.73,58.51,49.51,46.61,49.83,46.90,43.45,18.07,15.85
  └─ Trade receivables,59.13,85.59,94.60,80.15,98.53,64.81,54.63,21.90,21.41
    └─ Receivables over 6m,1.09,16.54,20.48,11.20,9.48,0.00,12.42,18.95,
    └─ Receivables under 6m,58.04,69.05,74.12,69.59,89.68,64.81,42.96,3.70,
    └─ Prov for Doubtful,0.00,0.00,0.00,-0.64,-0.63,0.00,-0.75,-0.75,
  └─ Cash Equivalents,15.20,0.40,5.08,10.66,8.93,10.23,10.34,0.28,0.11
  └─ Loans n Advances,8.54,9.89,11.23,13.16,10.96,0.60,9.33,11.56,16.71
  └─ Other asset items,12.26,17.81,15.97,15.23,28.53,32.43,25.13,22.22,13.41
Total Assets,232,313,329,323,350,312,294,217,203
